heure;minute;direction;vitesse;temperature;details;scenario;scenario_couleur;rayonnement;precip
00;00;74;4.8;16;DMN;S1;#00FF00;0;0
01;00;76;4.7;15.4;DMN;S1;#00FF00;0;0
02;00;77;4.7;15;DMN;S1;#00FF00;0;0
03;00;79;4.8;14.8;DMN;S1;#00FF00;0;0
04;00;79;4.5;14.7;DMN;S1;#00FF00;0;0
05;00;75;4.2;14.4;DMN;S1;#00FF00;0;0
06;00;68;4.7;13.6;DMN;S1;#00FF00;0;0
07;00;68;4.5;13.4;DMN;S1;#00FF00;0;0
08;00;72;4.2;13.3;DMN;S1;#00FF00;0;0
09;00;75;3.7;13.3;DMN;S1;#00FF00;126;0
10;00;73;3.3;14.2;DMN;S1;#00FF00;289;0
11;00;62;2.9;16.3;DMN;S1;#00FF00;415;0
12;00;42;2.3;19.1;DMN;S1;#00FF00;497;0
13;00;25;1.9;21;DMN;S1;#00FF00;528;0
14;00;11;1.6;22.2;DMN;S1;#00FF00;507;0
15;00;357;1.7;22.9;DMN;S1;#00FF00;435;0
16;00;350;1.9;22.6;DMN;S1;#00FF00;318;0
17;00;348;1.7;21;DMN;S1;#00FF00;162;0
18;00;6;1.7;18.6;DMN;S1;#00FF00;0;0
19;00;30;1.7;16.6;DMN;S1;#00FF00;0;0
20;00;47;1.5;15.3;DMN;S1;#00FF00;0;0
21;00;53;1.5;14.3;DMN;S1;#00FF00;0;0
22;00;71;1.7;13.6;DMN;S1;#00FF00;0;0
23;00;85;1.9;13.6;DMN;S1;#00FF00;0;0
