heure;minute;direction;vitesse;temperature;details;scenario;scenario_couleur;rayonnement;precip
00;00;41;0.3;14.3;DMN;S3;#FFAF00;0;0
01;00;44;0.3;13.9;DMN;S3;#FFAF00;0;0
02;00;60;0.4;13.6;DMN;S3;#FFAF00;0;0
03;00;99;0.8;13.5;DMN;S2;#FFFF00;0;0
04;00;115;1;13.5;DMN;S2b;#FFFF00;0;0
05;00;118;1;13.4;DMN;S2b;#FFFF00;0;0
06;00;111;0.9;13.1;DMN;S2b;#FFFF00;0;0
07;00;91;1;12.8;DMN;S2;#FFFF00;0;0
08;00;90;1.1;13.4;DMN;S1;#00FF00;57;0
09;00;90;1;16;DMN;S2;#FFFF00;247;0
10;00;73;0.9;17.4;DMN;S2;#FFFF00;408;0
11;00;350;0.9;21.1;DMN;S2;#FFFF00;529;0
12;00;321;2.2;21.3;DMN;S1;#00FF00;602;0
13;00;317;3.1;21.4;DMN;S1;#00FF00;621;0
14;00;309;3.4;24.1;DMN;S1;#00FF00;586;0
15;00;314;4.1;23.5;DMN;S1;#00FF00;498;0
16;00;324;4.2;22;DMN;S1;#00FF00;364;0
17;00;333;3.7;20.5;DMN;S1;#00FF00;193;0
18;00;342;2.7;18.7;DMN;S1;#00FF00;0;0
19;00;347;2;17;DMN;S1;#00FF00;0;0
20;00;355;1.4;15.6;DMN;S1;#00FF00;0;0
21;00;36;0.9;14.5;DMN;S2;#FFFF00;0;0
22;00;85;0.9;13.9;DMN;S2;#FFFF00;0;0
23;00;93;1.3;13.7;DMN;S1;#00FF00;0;0
