date,cycle,Wind direction,Wind speed (m/s),temperature (ｰC),irradiance (W/m2),Rain (mm/h)
3/16/20 3:00,14/03/2020 12h,19.0648651590486,1.36171551207451,15.3298889160156,0,0.02734399959445
3/16/20 4:00,16/03/2020 00h,44.4522996024347,1.76882717934181,15.2199340820313,0,0
3/16/20 4:00,15/03/2020 12h,27.0977342593275,4.17799692578595,15.2099243164063,0,0
3/16/20 4:00,15/03/2020 00h,17.4214715404328,3.2746819237388,14.9798828125,0,0.017578000202775
3/16/20 4:00,14/03/2020 12h,22.9297679377456,3.12008701776615,15.4200378417969,0,0.231444999575615
3/16/20 5:00,16/03/2020 00h,36.0602204973759,3.32359841613994,15.1999450683594,0,0.0722659975290298
3/16/20 5:00,15/03/2020 12h,30.720684690181,4.36239226780328,15.1700378417969,0,0
3/16/20 5:00,15/03/2020 00h,23.7329832305508,3.85400832090179,14.8200012207031,0,0.0107429996132851
3/16/20 5:00,14/03/2020 12h,28.3683751362094,4.1268669248606,15.4398742675781,0,0.0761720016598701
3/16/20 6:00,16/03/2020 00h,45.691477569453,3.5540097647368,15.1500793457031,0,0.0161129999905825
3/16/20 6:00,15/03/2020 12h,33.7578417285277,3.78623818532361,15.1100708007813,0,0
3/16/20 6:00,15/03/2020 00h,33.1868373706115,3.52606169985824,14.420068359375,0,0
3/16/20 6:00,14/03/2020 12h,26.9869440143396,4.63163522444112,15.3000427246094,0,0.0244139991700649
3/16/20 7:00,16/03/2020 00h,42.7489637183606,3.16622296292253,14.8099609375,0,0
3/16/20 7:00,15/03/2020 12h,29.9300083423786,4.34224708252973,15.0600219726563,0,0
3/16/20 7:00,15/03/2020 00h,31.4063053063354,3.3584385068504,14.0500122070313,0,0
3/16/20 7:00,14/03/2020 12h,25.9379778452456,5.90400864049242,14.8200012207031,0,0.223633021116257
3/16/20 8:00,16/03/2020 00h,33.4590532476821,4.17989963648719,15.0401245117188,28.6190147399902,0
3/16/20 8:00,15/03/2020 12h,28.3682592436765,5.86810289808651,15.2398315429688,28.6190147399902,0
3/16/20 8:00,15/03/2020 00h,25.7163069535823,5.86147623122348,14.5900512695313,28.6190147399902,0.0224610008299351
3/16/20 8:00,14/03/2020 12h,32.9367607271543,5.47581433588203,14.3698974609375,28.6190147399902,0.18359400331974
3/16/20 9:00,16/03/2020 00h,29.4667764208392,5.55524804035552,15.7000671386719,80.4201583862305,0.0166009999811649
3/16/20 9:00,15/03/2020 12h,27.9746138400937,5.93718912631475,15.8798767089844,80.4201583862305,0
3/16/20 9:00,15/03/2020 00h,29.1143245450543,6.50652967928362,15.3400207519531,80.4201583862305,0
3/16/20 9:00,14/03/2020 12h,31.873089820652,5.50760324261305,14.5801330566406,80.4201583862305,0.0771479979157448
3/16/20 10:00,16/03/2020 00h,25.2033574051818,6.80473789857173,15.1899658203125,137.461654663086,0.0771489962935448
3/16/20 10:00,15/03/2020 12h,20.1356929427089,7.03997126197629,16.7600341796875,136.097152709961,0
3/16/20 10:00,15/03/2020 00h,28.2985386403169,6.38852872688963,15.8998046875,125.960693359375,0
3/16/20 10:00,14/03/2020 12h,27.5867760560553,6.53045665116,14.7700439453125,125.960693359375,0.0693359971046448
3/16/20 11:00,16/03/2020 00h,25.8967160472789,6.32514919467064,15.680078125,162.137115478516,0
3/16/20 11:00,15/03/2020 12h,18.9389847712492,7.60187304297491,17.6099792480469,162.137115478516,0
3/16/20 11:00,15/03/2020 00h,24.6577728237111,6.69501524049817,16.7998291015625,229.828903198242,0
3/16/20 11:00,14/03/2020 12h,27.8817009424731,6.60741152573395,15.2100158691406,162.137115478516,0.0166020002216101
3/16/20 12:00,16/03/2020 00h,18.9218472936597,6.54501255920632,17.7700439453125,225.345062255859,0
3/16/20 12:00,15/03/2020 12h,18.5791121478617,7.3463168016714,18.6599365234375,186.48405456543,0
3/16/20 12:00,15/03/2020 00h,19.2320596492289,7.07523839511104,18.4500061035156,206.16145324707,0
3/16/20 12:00,14/03/2020 12h,24.1143978085958,6.59892734997699,16.9098449707031,186.48405456543,0
3/16/20 13:00,16/03/2020 00h,12.5152637621877,7.09061355212644,18.9700866699219,238.466003417969,0
3/16/20 13:00,15/03/2020 12h,13.27950507799,7.43252450550352,19.7500549316406,218.165405273438,0
3/16/20 13:00,15/03/2020 00h,11.75670176269,7.60063517535652,19.7900634765625,277.530914306641,0
3/16/20 14:00,16/03/2020 00h,8.96530647795049,7.52059518119904,19.5598999023438,214.439346313477,0
3/16/20 14:00,15/03/2020 12h,9.59264696576748,7.7427941750619,20.0700012207031,234.393218994141,0
3/16/20 14:00,15/03/2020 00h,7.04478883935516,7.88941159501309,19.9501892089844,253.84130859375,0
3/16/20 15:00,16/03/2020 00h,8.8009809495461,7.65790738020213,19.7000671386719,195.237182617188,0
3/16/20 15:00,15/03/2020 12h,8.61338584117238,7.73590011249457,19.8398986816406,231.110855102539,0
3/16/20 15:00,15/03/2020 00h,6.32910583277698,8.06914880470781,19.7800231933594,268.380401611328,0
3/16/20 16:00,16/03/2020 00h,9.93334448800189,8.05429088749844,19.1599975585938,161.867462158203,0
3/16/20 16:00,15/03/2020 12h,7.92552849519911,7.83018450529059,19.2600952148438,191.609649658203,0
3/16/20 16:00,15/03/2020 00h,8.6168977900583,8.46528793661208,19.0500122070313,233.415802001953,0
3/16/20 17:00,16/03/2020 00h,13.3481920993227,8.37617089365538,18.0000244140625,148.333801269531,0
3/16/20 17:00,15/03/2020 12h,11.3188610819136,8.44305755631291,18.0098205566406,151.181671142578,0
3/16/20 17:00,15/03/2020 00h,12.3208607516255,8.91203127490521,17.6698547363281,179.478607177734,0
3/16/20 18:00,16/03/2020 00h,17.9101276216179,8.34799605128125,16.4298950195313,109.966094970703,0
3/16/20 18:00,15/03/2020 12h,15.8933828381129,8.48788254423741,16.3600708007813,226.255554199219,0
3/16/20 18:00,15/03/2020 00h,17.1327594876113,8.74522240850397,16.03994140625,226.255554199219,0
3/16/20 19:00,16/03/2020 00h,22.7310683859043,8.11027797997735,14.7199340820313,12.0722541809082,0
3/16/20 19:00,15/03/2020 12h,21.3132707271098,8.51999859796486,14.6499267578125,12.0722541809082,0
3/16/20 19:00,15/03/2020 00h,23.4994102300393,8.3718786626265,14.4400268554688,12.0722541809082,0
3/16/20 20:00,16/03/2020 00h,29.3225224358897,7.44601153665467,13.8898864746094,0,0
3/16/20 20:00,15/03/2020 12h,28.8460384476104,8.08109694741072,13.8499694824219,0,0
3/16/20 20:00,15/03/2020 00h,30.2146760626274,7.81002639656623,13.7600952148438,0,0
3/16/20 21:00,16/03/2020 00h,35.9808072202519,6.60044176536304,13.430078125,0,0
3/16/20 21:00,15/03/2020 12h,36.1230686143208,7.41098657093123,13.4701782226563,0,0
3/16/20 21:00,15/03/2020 00h,37.495425870913,6.95663615511929,13.4301086425781,0,0
3/16/20 22:00,16/03/2020 00h,42.1331384782748,5.69366235655054,13.0201049804688,0,0
3/16/20 22:00,15/03/2020 12h,42.4701444930891,6.62857607650842,13.1298461914063,0,0
3/16/20 22:00,15/03/2020 00h,43.6057125034852,5.90577422265602,13.0300231933594,0,0
3/16/20 23:00,16/03/2020 00h,48.7492537177207,4.8003404678232,12.5898986816406,0,0
3/16/20 23:00,15/03/2020 12h,47.8043544286928,5.70512464037484,12.7798095703125,0,0
3/16/20 23:00,15/03/2020 00h,46.4106596584968,4.92766478605306,12.53994140625,0,0
3/17/20 0:00,17/03/2020 00h,63.78,3.73,12.18,0,0
3/17/20 0:00,16/03/2020 12h,43.2805417768021,4.48679075385071,12.4399658203125,0,0
3/17/20 0:00,16/03/2020 00h,54.8467183438898,3.93869883502052,12.1000610351563,0,0
3/17/20 0:00,15/03/2020 12h,55.4370298967259,4.60710929589801,12.3498779296875,0,0
3/17/20 0:00,15/03/2020 00h,52.850517365224,4.05373784120497,12.0100952148438,0,0
3/17/20 1:00,17/03/2020 00h,71.74,2.14,11.36,0,0
3/17/20 1:00,16/03/2020 12h,53.6993475746542,3.71149727502037,11.9298950195313,0,0
3/17/20 1:00,16/03/2020 00h,60.7458499487497,3.25537609551668,11.5700622558594,0,0
3/17/20 1:00,15/03/2020 12h,65.8781358470663,3.66889636810762,11.8500610351563,0,0
3/17/20 2:00,17/03/2020 00h,71.67,2.16,10.99,0,0
3/17/20 2:00,16/03/2020 12h,63.2526344358605,3.04427978428905,11.3299499511719,0,0
3/17/20 2:00,16/03/2020 00h,69.7613990895131,2.76241995946591,11.0499206542969,0,0
3/17/20 2:00,15/03/2020 12h,69.5647343577345,3.21939098420366,11.3699890136719,0,0
3/17/20 3:00,17/03/2020 00h,85.9,2.06,10.64,0,0
3/17/20 3:00,16/03/2020 12h,77.1070209915413,2.53658353117055,10.7700439453125,0,0
3/17/20 3:00,16/03/2020 00h,76.8365347048787,2.33820584400565,10.5199523925781,0,0
3/17/20 3:00,15/03/2020 12h,68.8197602510636,2.96945367421158,11.0098205566406,0,0
3/17/20 4:00,17/03/2020 00h,90.53,1.73,10.34,0,0
3/17/20 4:00,16/03/2020 12h,82.406938728052,2.13316991535929,10.2700439453125,0,0
3/17/20 4:00,16/03/2020 00h,78.392758814761,2.01433820732369,10.0600830078125,0,0
3/17/20 4:00,15/03/2020 12h,71.975233279084,2.66360529693465,10.8500610351563,0,0
3/17/20 5:00,17/03/2020 00h,90.19,1.43,10.02,0,0
3/17/20 5:00,16/03/2020 12h,77.9772589589505,1.70901788944967,9.68999633789065,0,0
3/17/20 5:00,16/03/2020 00h,76.4249912405845,1.90408659335973,9.6800476074219,0,0
3/17/20 5:00,15/03/2020 12h,69.1746267603733,2.33380284950642,10.4601379394531,0,0
3/17/20 6:00,17/03/2020 00h,96.45,1.29,9.73,0,0
3/17/20 6:00,16/03/2020 12h,75.4912304873547,1.42831461947711,9.21999511718752,0,0
3/17/20 6:00,16/03/2020 00h,74.1789333409411,1.69832203054856,9.19997558593752,0,0
3/17/20 6:00,15/03/2020 12h,68.4774644270953,2.11234734382887,9.93996582031252,0,0
3/17/20 7:00,17/03/2020 00h,103.27,0.99,9.35,56.6168648458271,0
3/17/20 7:00,16/03/2020 12h,75.717154269871,1.12886347594017,9.1199890136719,0,0
3/17/20 7:00,16/03/2020 00h,81.387992446095,1.4903978631917,9.22002563476565,0,0
3/17/20 7:00,15/03/2020 12h,76.2805393626413,1.80766718887877,9.46001586914065,0,0
3/17/20 8:00,17/03/2020 00h,107.06,0.88,10.92,253.469024322168,0
3/17/20 8:00,16/03/2020 12h,79.2216242318626,1.11386869971719,10.9501281738281,119.213821411133,0
