heure;minute;direction;vitesse;temperature;details;scenario;scenario_couleur;rayonnement;precip
00;00;58;3.8;17.1;DMN;S1;#00FF00;0;0
01;00;61;3.8;17.1;DMN;S1;#00FF00;0;0
02;00;64;3.6;17.3;DMN;S1;#00FF00;0;0
03;00;58;3.3;17.9;DMN;S1;#00FF00;0;0
04;00;46;3.6;18.6;DMN;S1;#00FF00;0;0
05;00;43;4.1;19.1;DMN;S1;#00FF00;0;0
06;00;60;4.1;19.2;DMN;S1;#00FF00;0;0
07;00;66;3.7;18.7;DMN;S1;#00FF00;0;0
08;00;69;3.3;18.8;DMN;S1;#00FF00;73;0
09;00;74;3.6;20;DMN;S1;#00FF00;260;0
10;00;66;3.2;21.5;DMN;S1;#00FF00;425;0
11;00;51;2.9;23;DMN;S1;#00FF00;549;0
12;00;36;3;24.5;DMN;S1;#00FF00;622;0
13;00;22;3.4;25.6;DMN;S1;#00FF00;641;0
14;00;12;4.5;25.7;DMN;S1;#00FF00;605;0
15;00;9;5.3;25.2;DMN;S1;#00FF00;516;0
16;00;8;5.9;23.7;DMN;S1;#00FF00;381;0
17;00;10;6;21.6;DMN;S1;#00FF00;208;0
18;00;15;5.6;20.3;DMN;S1;#00FF00;10;0
19;00;20;5.1;19.7;DMN;S1;#00FF00;0;0
20;00;23;4.7;19.4;DMN;S1;#00FF00;0;0
21;00;29;4.2;19.3;DMN;S1;#00FF00;0;0
22;00;34;3.9;19.3;DMN;S1;#00FF00;0;0
23;00;35;3.6;19.1;DMN;S1;#00FF00;0;0
