cos_wind_dir,f_period,datetime,present_time,sin_wind_dir,pred_speed,pred_wind_dir,numtech_speed,numtech_wind_dir
-0.012432277202606201,39.0,2020-11-27 01:00:00,2020-11-25 10:00:00,0.6775414347648621,3.4941370487213135,90.71233536418872,,
-0.06270056962966919,40.0,2020-11-27 02:00:00,2020-11-25 10:00:00,0.7611711025238037,3.2346150875091553,93.59483607516142,,
-0.41096287965774536,41.0,2020-11-27 03:00:00,2020-11-25 10:00:00,0.8107086420059204,3.4230103492736816,114.2653357588644,,
-0.3321763873100281,42.0,2020-11-27 04:00:00,2020-11-25 10:00:00,0.6321349143981934,3.166802167892456,109.40092668896891,,
-0.23823696374893188,43.0,2020-11-27 05:00:00,2020-11-25 10:00:00,0.6584033370018005,3.0587306022644043,103.78250786859255,,
-0.3766583800315857,44.0,2020-11-27 06:00:00,2020-11-25 10:00:00,0.5789042115211487,3.4017741680145264,112.12684799193728,,
-0.39996612071990967,45.0,2020-11-27 07:00:00,2020-11-25 10:00:00,0.6263178586959839,4.352164268493652,113.57606053816785,,
-0.31153643131256104,46.0,2020-11-27 08:00:00,2020-11-25 10:00:00,0.6839293837547302,3.6493492126464844,108.15184739173438,,
-0.31140774488449097,47.0,2020-11-27 09:00:00,2020-11-25 10:00:00,0.47738704085350037,3.679887533187866,108.14408822511507,,
-0.40967482328414917,48.0,2020-11-27 10:00:00,2020-11-25 10:00:00,0.40519022941589355,3.2488341331481934,114.18440934721548,,
