dangerous_proba,cos_wind_dir,dangerous,scenario,sin_wind_dir,speed,true,baseline,dangerous_indirect
0.0034904013961605585,0.517815160540755,0.0,1.0,0.8287822218364641,3.287064017660044,0.0,0.0,0
0.0034904013961605585,0.517815160540755,0.0,1.0,0.8287822218364641,3.5670827214880014,0.0,0.0,0
0.0034904013961605585,0.517815160540755,0.0,1.0,0.8287822218364641,3.5670827214880014,0.0,0.0,0
0.0034904013961605585,0.517815160540755,0.0,1.0,0.8287822218364641,3.5670827214880014,0.0,0.0,0
0.0034904013961605585,0.517815160540755,0.0,1.0,0.8287822218364641,3.5670827214880014,0.0,0.0,0
0.016964285714285713,0.5350381613503242,0.0,1.0,0.7317288978847835,3.652706185567011,0.0,0.0,0
0.016964285714285713,0.6969472963845268,0.0,1.0,0.7405934680231748,3.289846743295016,0.0,0.0,0
0.0034904013961605585,0.7899508546313412,0.0,1.0,0.38641845545304254,4.343239593263421,0.0,0.0,0
0.0034904013961605585,0.8085932656743793,0.0,1.0,-0.05865830568835309,4.657478632478635,0.0,0.0,0
0.0034904013961605585,0.8085932656743793,0.0,1.0,-0.4757905749365258,6.962258953168043,0.0,0.0,0
0.0034904013961605585,0.918016130355825,0.0,1.0,-0.2515250599644571,7.093349106203991,0.0,0.0,0
0.0034904013961605585,0.8085932656743793,0.0,1.0,-0.5522816545156403,7.093349106203991,0.0,0.0,0
0.0034904013961605585,0.8085932656743793,0.0,1.0,-0.5522816545156403,7.093349106203991,0.0,0.0,0
0.0034904013961605585,0.8085932656743793,0.0,1.0,-0.5522816545156403,5.436167341430502,0.0,0.0,0
0.0034904013961605585,0.8844295839303935,0.0,1.0,-0.31143307697557493,5.436167341430502,0.0,0.0,0
0.0034904013961605585,0.8844295839303935,0.0,1.0,0.019415367495404207,5.333241758241759,0.0,0.0,0
0.0034904013961605585,0.8844295839303935,0.0,1.0,0.3598967842152207,6.115625,0.0,0.0,0
0.0034904013961605585,0.8355979605943495,0.0,1.0,0.47566352953380275,5.137406103286383,0.0,0.0,0
0.0034904013961605585,0.6969472963845268,0.0,1.0,0.47566352953380275,5.137406103286383,0.0,0.0,0
0.0034904013961605585,0.6567803097463903,0.0,1.0,0.7405934680231748,4.650381679389311,0.0,0.0,0
0.0034904013961605585,0.6567803097463903,0.0,1.0,0.7317288978847835,4.213273195876288,0.0,0.0,0
0.0034904013961605585,0.6567803097463903,0.0,1.0,0.7317288978847835,4.213273195876288,0.0,0.0,0
0.0034904013961605585,0.5350381613503242,0.0,1.0,0.7317288978847835,4.213273195876288,0.0,0.0,0
0.0034904013961605585,0.6567803097463903,0.0,1.0,0.7317288978847835,4.008975953565502,0.0,0.0,0
0.0034904013961605585,0.49526641418317113,0.0,1.0,0.7317288978847835,3.5670827214880014,0.0,0.0,0
0.0034904013961605585,0.49526641418317113,0.0,1.0,0.7317288978847835,3.5670827214880014,0.0,0.0,0
0.0034904013961605585,0.49526641418317113,0.0,1.0,0.7317288978847835,3.5670827214880014,0.0,0.0,0
0.0034904013961605585,0.49526641418317113,0.0,1.0,0.7317288978847835,3.5670827214880014,0.0,0.0,0
