speed,cos_wind_dir,scenario,sin_wind_dir,dangerous,dangerous_proba,true,baseline,dangerous_indirect
3.5845459461502327,0.538831511812301,1.0,0.8062874400270925,0.0,0.04462181500454876,0.0,0.0,0
3.1926768948342614,0.5575932910826276,1.0,0.8001108427793956,0.0,0.0427710205552677,0.0,0.0,0
3.2234205873056796,0.4901727364930256,1.0,0.7997740899938605,0.0,0.04984320245901783,0.0,0.0,0
3.2019361118099074,0.5535839829752018,1.0,0.798283623803059,0.0,0.04513393304211441,0.0,0.0,0
3.444279669768883,0.5694662914415151,1.0,0.7971194111805496,0.0,0.0461543509097645,0.0,0.0,0
3.6899906324524023,0.5335236986914949,1.0,0.7976182147159142,0.0,0.036299701210526794,0.0,0.0,0
3.8802425809049077,0.5767907175841768,1.0,0.7490039021977032,0.0,0.03074329556637408,0.0,0.0,0
3.8283434628045527,0.654158587008539,1.0,0.6757913554573093,0.0,0.027124191307173025,0.0,0.0,0
3.824229282770704,0.7755957553262075,1.0,0.442682486869764,0.0,0.023606614189316522,0.0,0.0,0
4.542238677833833,0.8051799141679281,1.0,-0.08130429559061618,0.0,0.024061028840116367,0.0,0.0,0
5.799602065577143,0.8765702259081294,1.0,-0.21932084761100554,0.0,0.02159234567747057,0.0,0.0,0
7.350108210219077,0.8335395960220654,1.0,-0.5413217742752229,0.0,0.02272257410053917,0.0,0.0,0
7.222212862835869,0.8335395960220654,1.0,-0.5413217742752229,0.0,0.02193390417280121,0.0,0.0,0
7.257681272521381,0.8335395960220654,1.0,-0.5413217742752229,0.0,0.025565726298726808,0.0,0.0,0
6.157564641326429,0.8415631338848822,1.0,-0.5111253478731755,0.0,0.027758547692871206,0.0,0.0,0
6.042762662589719,0.8404566221378431,1.0,-0.3054892259997942,0.0,0.03465841105014343,0.0,0.0,0
6.045671444171419,0.8275533793843489,1.0,0.02219173508653159,0.0,0.04526294988929923,0.0,0.0,0
4.720605052087629,0.8748796745431807,1.0,0.35884424209056753,0.0,0.054403524832306274,0.0,0.0,0
4.963893490989275,0.8264890867989789,1.0,0.4449637117914936,0.0,0.05983287755077165,0.0,0.0,0
4.911205059677212,0.7905146553487048,1.0,0.719691931154861,0.0,0.07101706515039566,0.0,0.0,0
4.931677163666351,0.6479743616096179,1.0,0.7463556573041988,0.0,0.06579391882296665,0.0,0.0,0
4.931677163666351,0.6402012214762656,1.0,0.7478929234058594,0.0,0.08040021145245613,0.0,0.0,0
4.226688448368461,0.5522465364070687,1.0,0.7657889483670204,0.0,0.05562360351064201,0.0,0.0,0
4.4024191100756,0.590167950363631,1.0,0.7485013327355626,0.0,0.0481552914562976,0.0,0.0,0
4.305252157292129,0.5960624227364214,1.0,0.7475614692980405,0.0,0.04490930964938795,0.0,0.0,0
3.94675196920817,0.5592111613560715,1.0,0.7509240573571874,0.0,0.05002327694060986,0.0,0.0,0
3.6317708115135807,0.5594718514486812,1.0,0.7517059478490452,0.0,0.04364508418097157,0.0,0.0,0
