speed,cos_wind_dir,scenario,sin_wind_dir,dangerous,dangerous_proba,true,baseline,dangerous_indirect
3.4609305656822515,0.49001972898490587,1.0,0.8424494349362016,0.0,0.05803232079799638,0.0,0.0,0
3.420287780509326,0.4614860885710333,1.0,0.8375784444789572,0.0,0.06653915033165804,0.0,0.0,0
3.4830937420360364,0.4853602284703455,1.0,0.8363013818012933,0.0,0.05644192342501949,0.0,0.0,0
3.3202763239015605,0.5176383122543263,1.0,0.8379993028342234,0.0,0.06401017164602679,0.0,0.0,0
3.5823529424045137,0.5117897605815453,1.0,0.8365702682845683,0.0,0.04730708824997013,0.0,0.0,0
3.5973935211205337,0.5594861977112372,1.0,0.7982507363643939,0.0,0.0321664613385215,0.0,0.0,0
3.5360917374957,0.6617810989954475,1.0,0.716440559510814,0.0,0.04543185947795531,0.0,0.0,0
4.108010598936526,0.7417232866369897,1.0,0.46196728859412467,0.0,0.028477657510213847,0.0,0.0,0
4.610198950004113,0.8281051860050898,1.0,-0.045536360073908586,0.0,0.02703334028934225,0.0,0.0,0
6.159050621960531,0.8576611525334393,1.0,-0.2829903185334016,0.0,0.026152109347346613,0.0,0.0,0
6.65692618235706,0.8586666185967514,1.0,-0.288687965764653,0.0,0.02572770184515293,0.0,0.0,0
6.702156919887127,0.8601628622035614,1.0,-0.5076170055669907,0.0,0.024294356498148543,0.0,0.0,0
6.911605056039613,0.8601628622035614,1.0,-0.5028628411082653,0.0,0.026317569913211446,0.0,0.0,0
6.103747214991331,0.8601628622035614,1.0,-0.49556583573018553,0.0,0.03013092969549561,0.0,0.0,0
5.773307458123712,0.8605497891285085,1.0,-0.2744670556150093,0.0,0.03319528446505291,0.0,0.0,0
5.470598941230755,0.856843977158019,1.0,0.09910784943493066,0.0,0.03731374990799741,0.0,0.0,0
5.559488389605217,0.8260502864927791,1.0,0.22386926129912302,0.0,0.039829083633119426,0.0,0.0,0
5.230783102791694,0.778639657456569,1.0,0.5191174724765943,0.0,0.05803647435508273,0.0,0.0,0
5.0666675715751275,0.730675766763547,1.0,0.5447411231813476,0.0,0.08746898732380828,0.0,0.0,0
4.810535990107781,0.5830396565026067,1.0,0.7526168781996962,0.0,0.10117118070662778,0.0,0.0,0
4.52519104920346,0.5820765422172214,1.0,0.7839967717228624,0.0,0.11791091571745103,0.0,0.0,0
4.5019683788148495,0.5812161812940468,1.0,0.787612078395321,0.0,0.10750238773311667,0.0,0.0,0
4.51781495716735,0.5776459710500423,1.0,0.7884890704395923,0.0,0.09006848528443104,0.0,0.0,0
4.235625492613222,0.5534567628746591,1.0,0.7873040369614923,0.0,0.08141751414975625,0.0,0.0,0
3.6317585833232715,0.524911988239302,1.0,0.7882385122175588,0.0,0.07284792717099328,0.0,0.0,0
3.6379462897653,0.5256455866216435,1.0,0.7900219880174901,0.0,0.060270411483690084,0.0,0.0,0
3.588063018458622,0.5234254137085623,1.0,0.7884890704395923,0.0,0.04722571752542205,0.0,0.0,0
3.5823529424045137,0.5236204073339006,1.0,0.7884890704395923,0.0,0.042122907170712466,0.0,0.0,0
3.6737179364484382,0.5283677911976158,1.0,0.7884890704395923,0.0,0.03417646441560292,0.0,0.0,0
3.678612394327304,0.556554229906646,1.0,0.7865068893864303,0.0,0.02928007722070566,0.0,0.0,0
3.452689526159154,0.706962780521984,1.0,0.7162883614635862,0.0,0.037056370202931045,0.0,0.0,0
4.059729705504386,0.7283615881364305,1.0,0.28846056741359194,0.0,0.03208929899030495,0.0,0.0,0
5.484866094231984,0.8496374469271986,1.0,-0.2331787439566266,0.0,0.03059169122675323,0.0,0.0,0
6.6813316508581035,0.8364413760279739,1.0,-0.37117035706453955,0.0,0.02800108393271224,0.0,0.0,0
7.35088352775398,0.8600916638949831,1.0,-0.39142193585323454,0.0,0.024885729398172865,0.0,0.0,0
7.317920863890402,0.8592201815390005,1.0,-0.5033870583942721,0.0,0.025094502030148496,0.0,0.0,0
7.127155181002732,0.8578820955313037,1.0,-0.5011873122538274,0.0,0.0237710193115745,0.0,0.0,0
5.8244023278915975,0.858208493363226,1.0,-0.1455467074885771,0.0,0.02680265912888031,0.0,0.0,0
5.45264938402232,0.8578618953834791,1.0,-0.03271668101497688,0.0,0.030988574965074935,0.0,0.0,0
5.320764944900057,0.8572733082905809,1.0,0.04536540958348796,0.0,0.031053702246459588,0.0,0.0,0
4.9658486990836606,0.8435328549099325,1.0,0.16724499899614806,0.0,0.036582716734205656,0.0,0.0,0
4.860166949714033,0.7724655458580596,1.0,0.36794747319618165,0.0,0.053322080280467976,0.0,0.0,0
4.692278137642938,0.5839538853452845,1.0,0.5178599193373009,0.0,0.08732152445458176,0.0,0.0,0
3.6111599933089256,0.5813621882270166,1.0,0.7635583123143486,0.0,0.10467697992664403,0.0,0.0,0
4.01624856594789,0.5557285254648434,1.0,0.7873040369614923,0.0,0.12232020645959954,0.0,0.0,0
4.1733308631445265,0.5738060702590196,1.0,0.7873040369614923,0.0,0.12783209875796295,0.0,0.0,0
4.1470096653853865,0.580882594009169,1.0,0.7882385122175588,0.0,0.12171678641989418,0.0,0.0,0
4.253823811775877,0.5821792955794322,1.0,0.790330029451319,0.0,0.09020689375754821,0.0,0.0,0
3.618883187063071,0.5055691275456677,1.0,0.849120102745917,0.0,0.08901311854066744,0.0,0.0,0
