sin_wind_dir,dangerous_proba,dangerous,cos_wind_dir,speed,scenario,true,baseline,dangerous_indirect
0.8541169660158018,2.0371132352761948e-06,0.0,0.6318242177286596,3.217746325980963,1.0,0.0,0.0,0
0.8695941493028846,3.4809071041732526e-05,0.0,0.45412370436845695,3.0833434983858,1.0,0.0,0.0,0
0.8585835302930077,2.2075838369269476e-08,0.0,0.6084907046519973,3.1895182773310955,1.0,0.0,0.0,0
0.8681974410556125,1.2802428338250518e-07,0.0,0.4876360402563743,3.280489953121435,1.0,0.0,0.0,0
0.8499213396424561,0.00040452908139159213,0.0,0.5907975022471563,3.6141435587336344,1.0,0.0,0.0,0
0.8369788975898184,5.1045230676578385e-11,0.0,0.5310799895990499,4.730960209504796,1.0,0.0,0.0,0
0.8230174015596502,2.8435574279617713e-10,0.0,0.7179639158564458,4.371623738861275,1.0,0.0,0.0,0
0.6304746354971592,4.493170153656517e-12,0.0,0.5862211427559154,4.3314355805271685,1.0,0.0,0.0,0
-0.056747217130887734,2.0378330986375467e-13,0.0,0.764468347099833,4.784483208061477,1.0,0.0,0.0,0
-0.4959360275347722,1.715123335493159e-19,0.0,0.907607718543458,6.156823977653319,1.0,0.0,0.0,0
-0.654202950011139,1.4237289921877505e-12,0.0,0.9209089918201849,6.841582280962296,1.0,0.0,0.0,0
-0.549890272967923,2.5635166381210078e-11,0.0,0.8878677183163182,7.135483669494956,1.0,0.0,0.0,0
-0.47803687005985884,2.302856150799742e-14,0.0,0.8758473414231417,7.22239293364955,1.0,0.0,0.0,0
-0.3479976044033225,5.3862429898171486e-12,0.0,0.8989697660313586,6.7590806259736596,1.0,0.0,0.0,0
-0.1591242666815176,6.891704726755744e-12,0.0,0.9316224255020237,6.159718899890526,1.0,0.0,0.0,0
0.031939764713583146,9.91471640310709e-08,0.0,0.9033767904596762,5.668298670689126,1.0,0.0,0.0,0
0.18572775240814068,6.356595840571308e-08,0.0,0.8236372375379062,5.3178881831709335,1.0,0.0,0.0,0
0.5075057579240037,7.8062362226336e-08,0.0,0.8989737133140812,4.864620141486328,1.0,0.0,0.0,0
0.633576769331246,0.00011023676582330694,0.0,0.862990130011462,5.013686071737293,1.0,0.0,0.0,0
0.7351736785539945,3.3757543455651816e-07,0.0,0.7345658854004256,4.765594859398357,1.0,0.0,0.0,0
0.8094848927961856,0.01681868790290174,0.0,0.7355026032200039,4.718988722003869,1.0,0.0,0.0,0
0.8175062880346583,0.001713154819603234,0.0,0.5953684489856721,5.032252969226164,1.0,0.0,0.0,0
