sin_wind_dir,dangerous_proba,dangerous,cos_wind_dir,speed,scenario,true,baseline,dangerous_indirect
0.729925377637448,9.300220438541764e-09,0.0,0.5152899884312644,3.633673619504808,1.0,0.0,0.0,0
0.7970576315249224,2.4447733984764976e-07,0.0,0.6556688865132227,3.0959163963823424,1.0,0.0,0.0,0
0.7419707341126182,8.120157478681092e-07,0.0,0.5569710429715516,3.144463047466908,1.0,0.0,0.0,0
0.762318702612398,2.059336957238352e-06,0.0,0.5586490055954029,2.794048403996668,1.0,0.0,0.0,0
0.7437131085340107,2.097298319551666e-09,0.0,0.5607097898011137,3.1280318909582983,1.0,0.0,0.0,0
0.7380650104193432,8.406584712531429e-12,0.0,0.5112635863740184,4.002831877456631,1.0,0.0,0.0,0
0.7873263705451842,9.602407200818272e-07,0.0,0.5493408863995025,4.653200168768726,1.0,0.0,0.0,0
0.5544583622654351,3.6314322710279836e-14,0.0,0.6408698797370064,5.272080643051996,1.0,0.0,0.0,0
0.3458090516639074,5.909330401520184e-16,0.0,0.6534308244684341,4.7361909230403905,1.0,0.0,0.0,0
-0.0002444325595861718,4.625566688981261e-18,0.0,0.7150620352871008,4.159048306138284,1.0,0.0,0.0,0
-0.510931856047334,3.932118235802633e-18,0.0,0.8207912148226008,4.7737897322528955,1.0,0.0,0.0,0
-0.5425141123086453,1.1465180740147832e-26,0.0,0.8264913759238384,7.891931971986822,1.0,0.0,0.0,0
-0.5569127096961259,2.899730191833993e-28,0.0,0.7949851929817991,8.697986525807702,1.0,0.0,0.0,0
-0.5021969648389969,1.9068335148723413e-25,0.0,0.8588529045955416,8.30429525983205,1.0,0.0,0.0,0
-0.5433519232829789,7.563686914852302e-23,0.0,0.8403545113305763,6.844086070456223,1.0,0.0,0.0,0
-0.47928998003437073,1.1889698801894941e-17,0.0,0.9418457729028681,6.398016860716754,1.0,0.0,0.0,0
-0.4781056731525146,8.906305039952355e-16,0.0,0.8020795014824266,6.042327999184829,1.0,0.0,0.0,0
0.26562241922973767,4.438828648750194e-16,0.0,0.9839974391429253,5.146614522846452,1.0,0.0,0.0,0
0.32405740679445605,2.458023679305082e-15,0.0,0.9920083229600501,4.61963896456421,1.0,0.0,0.0,0
0.5748121963207727,2.427201532304523e-15,0.0,0.8925070987903393,4.699922794608487,1.0,0.0,0.0,0
0.6373137066573626,9.071583957607445e-15,0.0,0.7860216410261848,4.996917718039274,1.0,0.0,0.0,0
0.8137100177554967,3.7085481732483356e-17,0.0,0.6215493100116246,5.227722364229886,1.0,0.0,0.0,0
