speed,dangerous,sin_wind_dir,dangerous_proba,scenario,cos_wind_dir,true,baseline,dangerous_indirect
3.5310218,0.0,0.73962814,0.00051880913,1.0,0.6454787,0.0,0.0,0
2.7711923,0.0,0.6861428,0.0009452907,1.0,0.70357525,0.0,0.0,0
2.966396,0.0,0.75328916,0.0015689953,1.0,0.63480955,0.0,0.0,0
2.870531,0.0,0.73678315,0.0014539825,1.0,0.632813,0.0,0.0,0
3.4714212,0.0,0.7586582,0.0008900007,1.0,0.6394273,0.0,0.0,0
4.0046005,0.0,0.79933834,0.00027507526,1.0,0.64316875,0.0,0.0,0
4.470932,0.0,0.7437889,0.00023361605,1.0,0.62591213,0.0,0.0,0
4.794442,0.0,0.7023658,0.00024294962,1.0,0.68231255,0.0,0.0,0
4.144019,0.0,0.5951507,0.00021011096,1.0,0.6913822,0.0,0.0,0
3.9811194,0.0,0.36376703,6.184439e-05,1.0,0.7840601,0.0,0.0,0
5.623196,0.0,-0.58653784,5.2271054e-05,1.0,0.87770414,0.0,0.0,0
7.92929,0.0,-0.5983545,7.8189136e-05,1.0,0.81968427,0.0,0.0,0
8.480454,0.0,-0.59610534,6.279721e-05,1.0,0.81236607,0.0,0.0,0
8.183299,0.0,-0.581932,6.298685e-05,1.0,0.8153637,0.0,0.0,0
7.585628,0.0,-0.5495986,0.000102510094,1.0,0.8386391,0.0,0.0,0
6.687572,0.0,-0.5115969,9.810146e-05,1.0,0.83252263,0.0,0.0,0
5.8090158,0.0,-0.4794562,0.00029866834,1.0,0.7854076,0.0,0.0,0
5.136084,0.0,0.119496025,0.0001052008,1.0,0.95940435,0.0,0.0,0
5.1886654,0.0,0.18276569,0.0001110505,1.0,0.94884366,0.0,0.0,0
5.327673,0.0,0.4609317,0.00026092923,1.0,0.84213895,0.0,0.0,0
5.373573,0.0,0.6390111,0.00042911907,1.0,0.76602215,0.0,0.0,0
5.445123,0.0,0.66164654,0.00039413708,1.0,0.7344183,0.0,0.0,0
4.526407,0.0,0.78601295,0.0003637225,1.0,0.5630435,0.0,0.0,0
4.2529225,0.0,0.7006721,0.0005005448,1.0,0.6315032,0.0,0.0,0
3.97219,0.0,0.7063395,0.00016335906,1.0,0.69323283,0.0,0.0,0
3.7957242,0.0,0.77053785,0.00010771203,1.0,0.62056077,0.0,0.0,0
3.4570346,0.0,0.73932135,0.0009462084,1.0,0.6503599,0.0,0.0,0
3.5921054,0.0,0.77165633,0.0007493393,1.0,0.5942359,0.0,0.0,0
3.6298916,0.0,0.7341518,0.0007971849,1.0,0.6347755,0.0,0.0,0
3.2535264,0.0,0.7241705,0.00070725096,1.0,0.63415486,0.0,0.0,0
3.4074965,0.0,0.7253732,0.00048069505,1.0,0.63677675,0.0,0.0,0
4.845644,0.0,0.77504516,0.00013685458,1.0,0.63277346,0.0,0.0,0
5.2782154,0.0,0.52569765,0.00018054852,1.0,0.7349747,0.0,0.0,0
4.6729245,0.0,0.36621574,0.000110790104,1.0,0.7795315,0.0,0.0,0
5.6775074,0.0,-0.20621157,8.846406e-05,1.0,0.87894315,0.0,0.0,0
7.3348565,0.0,-0.64007336,0.00011073475,1.0,0.81298745,0.0,0.0,0
8.425884,0.0,-0.6053602,0.00010646968,1.0,0.8230577,0.0,0.0,0
7.979528,0.0,-0.46028566,9.316503e-05,1.0,0.89391774,0.0,0.0,0
8.037029,0.0,-0.60865456,0.00011428694,1.0,0.7993751,0.0,0.0,0
7.0237193,0.0,-0.52645385,0.00014476682,1.0,0.81792784,0.0,0.0,0
5.6957316,0.0,-0.47091228,0.00018266629,1.0,0.78375727,0.0,0.0,0
5.343077,0.0,-0.41266203,0.00018334157,1.0,0.78878194,0.0,0.0,0
4.6610627,0.0,0.03228726,0.00016321971,1.0,0.90909386,0.0,0.0,0
4.003861,0.0,0.49052444,0.00033163317,1.0,0.8149035,0.0,0.0,0
4.069373,0.0,0.6321442,0.0002946682,1.0,0.76809126,0.0,0.0,0
4.389556,0.0,0.5823391,0.00039829794,1.0,0.7664711,0.0,0.0,0
4.8311143,0.0,0.4603334,0.00046096387,1.0,0.71692413,0.0,0.0,0
4.256268,0.0,0.7242878,0.00045076394,1.0,0.5976007,0.0,0.0,0
3.7571788,0.0,0.84063864,0.00021531823,1.0,0.5102339,0.0,0.0,0
3.6490386,0.0,0.7019545,0.0003689041,1.0,0.69319314,0.0,0.0,0
3.9299674,0.0,0.6988996,7.625016e-05,1.0,0.66274965,0.0,0.0,0
4.56337,0.0,0.76297057,0.00017103644,1.0,0.61598283,0.0,0.0,0
5.2256856,0.0,0.85478705,0.0002067049,1.0,0.45427164,0.0,0.0,0
5.373654,0.0,0.7878289,0.00023842348,1.0,0.5900071,0.0,0.0,0
5.1602974,0.0,0.7064093,0.0001740041,1.0,0.66028184,0.0,0.0,0
5.560781,0.0,0.8696725,0.00021036672,1.0,0.49673346,0.0,0.0,0
5.6528506,0.0,0.71956897,0.00013910701,1.0,0.5886637,0.0,0.0,0
5.0939913,0.0,0.6146379,0.00014189545,1.0,0.7027961,0.0,0.0,0
5.1158442,0.0,0.4147716,0.00011486687,1.0,0.7674691,0.0,0.0,0
5.4453096,0.0,0.22444506,7.723591e-05,1.0,0.83222896,0.0,0.0,0
5.7099423,0.0,-0.10432663,9.054551e-05,1.0,0.85170805,0.0,0.0,0
6.4153967,0.0,-0.568471,6.551385e-05,1.0,0.8235868,0.0,0.0,0
7.2133937,0.0,-0.45416528,0.00017248568,1.0,0.8427621,0.0,0.0,0
6.981404,0.0,-0.2805281,0.00021335491,1.0,0.8557987,0.0,0.0,0
5.5066156,0.0,-0.27444133,0.00017383313,1.0,0.846958,0.0,0.0,0
4.5870976,0.0,0.119076364,0.00015747696,1.0,0.92807055,0.0,0.0,0
5.396535,0.0,0.42065617,0.0002721632,1.0,0.8611384,0.0,0.0,0
6.204477,0.0,0.66101474,0.00020567945,1.0,0.7295618,0.0,0.0,0
5.9215083,0.0,0.70736504,0.00037219355,1.0,0.59908843,0.0,0.0,0
6.251904,0.0,0.8496259,0.00032304449,1.0,0.47180825,0.0,0.0,0
4.339836,0.0,0.7355669,0.0006408347,1.0,0.6105047,0.0,0.0,0
4.1921363,0.0,0.68686455,0.00025980765,1.0,0.6546063,0.0,0.0,0
4.358086,0.0,0.7569134,0.00020139072,1.0,0.61599934,0.0,0.0,0
5.548796,0.0,0.8495718,0.00013787336,1.0,0.50985056,0.0,0.0,0
5.2658505,0.0,0.8432041,0.00014751445,1.0,0.51873296,0.0,0.0,0
6.4509788,0.0,0.88964826,0.00028628117,1.0,0.41948453,0.0,0.0,0
6.874298,0.0,0.87620085,0.00044241664,1.0,0.45376164,0.0,0.0,0
7.2656555,0.0,0.9082475,0.00016684072,1.0,0.35988715,0.0,0.0,0
7.289199,0.0,0.9118261,0.00024394119,1.0,0.33071777,0.0,0.0,0
6.086121,0.0,0.89309466,0.00016746645,1.0,0.41713858,0.0,0.0,0
5.6150074,0.0,0.8792162,0.00034742017,1.0,0.3545345,0.0,0.0,0
5.1972504,0.0,0.7820734,0.00019519097,1.0,0.4812825,0.0,0.0,0
4.9554815,0.0,0.71043855,0.00019573161,1.0,0.5123945,0.0,0.0,0
4.009244,0.0,0.7448386,0.00024504453,1.0,0.44433582,0.0,0.0,0
4.023552,0.0,-0.015317173,0.00019019614,1.0,0.7212586,0.0,0.0,0
6.025625,0.0,-0.57200474,0.000119495184,1.0,0.774906,0.0,0.0,0
6.133562,0.0,-0.518065,0.00014499933,1.0,0.767401,0.0,0.0,0
5.6782994,0.0,-0.46500614,0.00017143761,1.0,0.79060537,0.0,0.0,0
4.4118924,0.0,-0.41093183,0.00044241158,1.0,0.70380145,0.0,0.0,0
4.005402,0.0,0.15977548,0.0004228173,1.0,0.77667,0.0,0.0,0
5.0713654,0.0,0.6881538,0.00036141998,1.0,0.71653557,0.0,0.0,0
5.535331,0.0,0.8339841,0.0003066255,1.0,0.48428565,0.0,0.0,0
4.4266834,0.0,0.8969192,0.00031323786,1.0,0.32953778,0.0,0.0,0
3.7297564,0.0,0.9211689,0.0009723188,1.0,0.13846862,0.0,0.0,0
4.2026167,0.0,0.9128075,0.00029513464,1.0,0.2762281,0.0,0.0,0
4.4324946,0.0,0.9047345,0.00037464433,1.0,0.37402743,0.0,0.0,0
5.921331,0.0,0.8925875,0.0003317682,1.0,0.416698,0.0,0.0,0
5.9516635,0.0,0.92186666,0.00025794568,1.0,0.29076305,0.0,0.0,0
5.783259,0.0,0.95168704,0.00045273965,1.0,0.23211797,0.0,0.0,0
5.0507317,0.0,0.935947,0.00046909833,1.0,0.2327152,0.0,0.0,0
4.8652897,0.0,0.8453015,0.00024786376,1.0,0.44147176,0.0,0.0,0
6.035793,0.0,0.8724367,0.00018447104,1.0,0.43368086,0.0,0.0,0
6.010814,0.0,0.8583907,0.00017466486,1.0,0.444218,0.0,0.0,0
5.4607944,0.0,0.9579787,0.0010064571,1.0,0.20327497,0.0,0.0,0
5.427082,0.0,0.8087407,0.001500925,1.0,0.4094458,0.0,0.0,0
5.0464325,0.0,0.83364046,0.0010472633,1.0,0.3885808,0.0,0.0,0
3.4571664,0.0,0.35867208,0.00040017176,1.0,0.5800575,0.0,0.0,0
4.229371,0.0,-0.695979,0.0013141831,2.0,0.23033264,0.0,0.0,0
4.650243,0.0,-0.7463917,0.00026947865,1.0,0.70266396,0.0,0.0,0
5.6678534,0.0,-0.5588367,0.0002759305,1.0,0.743836,0.0,0.0,0
4.749861,0.0,-0.48508778,0.00023103018,1.0,0.84261996,0.0,0.0,0
4.063739,0.0,-0.21273692,0.00025577392,1.0,0.84946036,0.0,0.0,0
3.727623,0.0,-0.06620884,0.0020564015,1.0,0.73641,0.0,0.0,0
4.052715,0.0,-0.013000558,0.00085708476,1.0,0.65021735,0.0,0.0,0
2.8482718,0.0,-0.2838476,0.0020896976,1.0,0.22274856,0.0,0.0,0
3.7683196,0.0,0.63044214,0.0014954155,1.0,0.58969223,0.0,0.0,0
4.106576,0.0,0.7713633,0.00059914,1.0,0.5057823,0.0,0.0,0
3.7106142,0.0,0.7520471,0.0018425084,1.0,0.47376516,0.0,0.0,0
3.1626263,0.0,0.86606365,0.0038173776,1.0,0.3542341,0.0,0.0,0
2.7699652,0.0,0.90139145,0.006851658,1.0,0.28120583,0.0,0.0,0
2.551863,0.0,0.6041433,0.013436008,1.0,0.59331256,0.0,0.0,0
3.9593318,0.0,0.8073933,0.0040426655,1.0,0.50820035,0.0,0.0,0
4.656652,0.0,0.7663074,0.00023151615,1.0,0.566732,0.0,0.0,0
4.4316635,0.0,0.856157,0.0001611461,1.0,0.45476034,0.0,0.0,0
4.886693,0.0,0.88671595,0.0005202251,1.0,0.39472216,0.0,0.0,0
3.7013323,0.0,0.85143936,0.00086961675,1.0,0.42388695,0.0,0.0,0
3.605796,0.0,0.75070465,0.002830895,1.0,0.56932366,0.0,0.0,0
5.110428,0.0,0.82055473,0.00070344296,1.0,0.51073897,0.0,0.0,0
4.32806,0.0,0.6691531,0.00038965364,1.0,0.6737857,0.0,0.0,0
3.9182084,0.0,0.013005765,0.00048616363,1.0,0.72676784,0.0,0.0,0
4.2179856,0.0,-0.4425336,0.0015270865,1.0,0.7261839,0.0,0.0,0
4.8002324,0.0,-0.6399788,0.00037985848,1.0,0.7213001,0.0,0.0,0
5.8328037,0.0,-0.58805317,0.00024113,1.0,0.7763601,0.0,0.0,0
6.4624043,0.0,-0.5230906,0.00025287966,1.0,0.8310109,0.0,0.0,0
4.419351,0.0,-0.4685034,0.00054693397,1.0,0.79684794,0.0,0.0,0
4.425795,0.0,-0.060299385,0.0005890311,1.0,0.860796,0.0,0.0,0
4.5271664,0.0,-0.010404908,0.00048375636,1.0,0.9261863,0.0,0.0,0
4.36118,0.0,0.24077386,0.0004949362,1.0,0.8882232,0.0,0.0,0
4.5690327,0.0,0.5733905,0.00037005925,1.0,0.81701726,0.0,0.0,0
4.518907,0.0,0.7851937,0.00096252473,1.0,0.5238597,0.0,0.0,0
4.272364,0.0,0.68664414,0.0002133246,1.0,0.6507647,0.0,0.0,0
4.099735,0.0,0.7284632,0.0007870084,1.0,0.5787696,0.0,0.0,0
3.1648123,0.0,0.68518907,0.0035627575,1.0,0.648065,0.0,0.0,0
3.1356175,0.0,0.82383746,0.004812842,1.0,0.4715407,0.0,0.0,0
2.33267,0.0,0.7286397,0.042689886,1.0,0.54515916,0.0,0.0,0
3.9206114,0.0,0.73843735,0.000738081,1.0,0.6301893,0.0,0.0,0
4.8026185,0.0,0.8578967,0.0007060711,1.0,0.49568948,0.0,0.0,0
4.6314116,0.0,0.7907281,0.0008068279,1.0,0.5697304,0.0,0.0,0
4.735809,0.0,0.8362419,0.0010384629,1.0,0.47407126,0.0,0.0,0
4.2379313,0.0,0.8834544,0.0005587653,1.0,0.39973608,0.0,0.0,0
4.472029,0.0,0.8517395,0.0010427609,1.0,0.47388077,0.0,0.0,0
4.9627085,0.0,0.8344642,0.0026722497,1.0,0.53663164,0.0,0.0,0
4.3517394,0.0,0.73744,0.00069369795,1.0,0.6270475,0.0,0.0,0
3.6597984,0.0,0.56668603,0.00057921384,1.0,0.60262775,0.0,0.0,0
4.0734944,0.0,-0.2611244,0.0004663448,1.0,0.73778653,0.0,0.0,0
6.3634987,0.0,-0.55075383,0.00030335435,1.0,0.8876241,0.0,0.0,0
7.0317397,0.0,-0.56517434,0.00019562434,1.0,0.839418,0.0,0.0,0
6.657353,0.0,-0.566015,0.00014212538,1.0,0.8242018,0.0,0.0,0
6.224028,0.0,-0.5387697,0.00045549433,1.0,0.8500462,0.0,0.0,0
5.2220244,0.0,-0.4539529,0.0002635751,1.0,0.8436707,0.0,0.0,0
4.7442627,0.0,-0.44751325,0.00056454825,1.0,0.77967256,0.0,0.0,0
4.3697004,0.0,0.096840635,0.0007928065,1.0,0.867497,0.0,0.0,0
4.4356017,0.0,0.42348492,0.0003003943,1.0,0.88460654,0.0,0.0,0
4.2107677,0.0,0.49190658,0.0005811376,1.0,0.861206,0.0,0.0,0
4.4376235,0.0,0.695939,0.00042578817,1.0,0.6142079,0.0,0.0,0
3.8525662,0.0,0.7340319,0.0003211024,1.0,0.59493256,0.0,0.0,0
3.9850757,0.0,0.7235787,0.00083742023,1.0,0.6374228,0.0,0.0,0
3.3694582,0.0,0.8525887,0.0018733417,1.0,0.4592151,0.0,0.0,0
3.4684653,0.0,0.67335415,0.0024424014,1.0,0.68793005,0.0,0.0,0
3.9257748,0.0,0.85554236,0.0007326489,1.0,0.45957989,0.0,0.0,0
3.1646743,0.0,0.70418364,0.0026898854,1.0,0.657686,0.0,0.0,0
4.1888266,0.0,0.69400203,0.00044211413,1.0,0.6053643,0.0,0.0,0
4.3992753,0.0,0.78858095,0.0002893716,1.0,0.5600882,0.0,0.0,0
4.1709886,0.0,0.7559188,0.00038064926,1.0,0.6202585,0.0,0.0,0
4.521646,0.0,0.8055934,0.00047799278,1.0,0.5772107,0.0,0.0,0
5.023461,0.0,0.72290087,0.00020600445,1.0,0.66524804,0.0,0.0,0
4.797423,0.0,0.64146876,0.00021719997,1.0,0.6881365,0.0,0.0,0
4.535002,0.0,0.4705275,9.885817e-05,1.0,0.7975595,0.0,0.0,0
4.6624107,0.0,0.1659975,0.00013377403,1.0,0.85371053,0.0,0.0,0
5.370865,0.0,-0.1890564,3.8562863e-05,1.0,0.9247535,0.0,0.0,0
6.1696815,0.0,-0.5154956,9.810652e-05,1.0,0.81978065,0.0,0.0,0
6.2741585,0.0,-0.2954472,0.00012236171,1.0,0.9002739,0.0,0.0,0
5.771134,0.0,0.034445435,0.00021857461,1.0,0.92543256,0.0,0.0,0
5.315798,0.0,0.08018758,0.00016766138,1.0,0.9089898,0.0,0.0,0
5.661334,0.0,0.13724183,0.00020859251,1.0,0.94392717,0.0,0.0,0
6.203459,0.0,0.34164006,0.00018513622,1.0,0.8970413,0.0,0.0,0
5.846744,0.0,0.4129285,0.00011696139,1.0,0.9194815,0.0,0.0,0
5.719125,0.0,0.472277,0.00047280936,1.0,0.8158221,0.0,0.0,0
5.6383777,0.0,0.6484609,0.00033231554,1.0,0.75803757,0.0,0.0,0
5.7056074,0.0,0.69209045,0.0007203316,1.0,0.63618904,0.0,0.0,0
5.4156384,0.0,0.6903264,0.0006927622,1.0,0.69016385,0.0,0.0,0
4.418504,0.0,0.67637473,0.00022019635,1.0,0.6955056,0.0,0.0,0
4.5430474,0.0,0.69781685,0.0002803892,1.0,0.6747515,0.0,0.0,0
4.594997,0.0,0.7794962,0.00024606998,1.0,0.5803938,0.0,0.0,0
4.33874,0.0,0.7089835,0.0002994256,1.0,0.68879247,0.0,0.0,0
4.170335,0.0,0.77568555,0.00034586017,1.0,0.62619084,0.0,0.0,0
3.6869502,0.0,0.73794067,0.0007642257,1.0,0.62283134,0.0,0.0,0
3.6399317,0.0,0.6469099,0.0011693933,1.0,0.68142134,0.0,0.0,0
4.7488556,0.0,0.73195755,0.00014166482,1.0,0.6408801,0.0,0.0,0
5.4475164,0.0,0.74375254,0.0001430071,1.0,0.65892315,0.0,0.0,0
5.000364,0.0,0.6234882,9.6828655e-05,1.0,0.6926669,0.0,0.0,0
4.7368126,0.0,0.53919744,0.00011286711,1.0,0.7709822,0.0,0.0,0
4.7626004,0.0,0.51198417,0.00014316701,1.0,0.7314396,0.0,0.0,0
5.215094,0.0,0.27796218,9.5970274e-05,1.0,0.80906475,0.0,0.0,0
6.0172133,0.0,-0.37084693,7.533724e-05,1.0,0.8961276,0.0,0.0,0
6.0226912,0.0,-0.45935065,8.250747e-05,1.0,0.88351214,0.0,0.0,0
5.587521,0.0,0.041604765,9.5311974e-05,1.0,0.93891084,0.0,0.0,0
5.7050714,0.0,-0.012665801,0.00012335328,1.0,0.93246365,0.0,0.0,0
5.778176,0.0,0.32848108,8.389029e-05,1.0,0.907407,0.0,0.0,0
5.357944,0.0,0.3400557,0.00016293049,1.0,0.9111919,0.0,0.0,0
5.170881,0.0,0.3436747,0.00017620818,1.0,0.93067527,0.0,0.0,0
5.1848435,0.0,0.40048888,0.0002779231,1.0,0.88741344,0.0,0.0,0
5.4138675,0.0,0.6410486,0.00015012972,1.0,0.7425188,0.0,0.0,0
5.3786254,0.0,0.6659378,0.00018897468,1.0,0.6873043,0.0,0.0,0
6.0701237,0.0,0.77018446,0.00019091454,1.0,0.5763534,0.0,0.0,0
4.905554,0.0,0.76987106,0.00034090303,1.0,0.59255135,0.0,0.0,0
5.5060687,0.0,0.6599472,0.00035450188,1.0,0.66757077,0.0,0.0,0
5.6158476,0.0,0.80087936,0.00014637559,1.0,0.5854327,0.0,0.0,0
4.881894,0.0,0.78141916,0.00021966478,1.0,0.5818891,0.0,0.0,0
5.1414566,0.0,0.7532552,0.00020284088,1.0,0.61607265,0.0,0.0,0
4.9075665,0.0,0.76122516,0.00015284367,1.0,0.60210127,0.0,0.0,0
4.2082753,0.0,0.794793,0.00018586157,1.0,0.57948005,0.0,0.0,0
5.1702557,0.0,0.8419763,0.000120373494,1.0,0.51685685,0.0,0.0,0
5.636767,0.0,0.6821491,7.2192284e-05,1.0,0.65333444,0.0,0.0,0
5.3421955,0.0,0.5102404,9.411959e-05,1.0,0.7388914,0.0,0.0,0
5.0693183,0.0,0.5154668,0.00013754822,1.0,0.76128787,0.0,0.0,0
4.9667068,0.0,0.3193087,0.00023033733,1.0,0.7974292,0.0,0.0,0
5.643041,0.0,0.025848802,8.46773e-05,1.0,0.9269903,0.0,0.0,0
5.943254,0.0,0.04112566,6.466067e-05,1.0,0.919837,0.0,0.0,0
6.1357203,0.0,0.084889755,0.00012491514,1.0,0.9184547,0.0,0.0,0
5.992235,0.0,0.067193024,9.693656e-05,1.0,0.9417574,0.0,0.0,0
5.403511,0.0,0.12330232,0.00016246106,1.0,0.9517221,0.0,0.0,0
