speed,cos_wind_dir,scenario,sin_wind_dir,dangerous,dangerous_proba,true,baseline,dangerous_indirect
3.7269896859035248,0.588987751450866,1.0,0.7468066080139611,0.0,0.05020580206706533,0.0,0.0,0
2.910373182168928,0.6973777560827863,1.0,0.6942140675532088,0.0,0.04928989699075838,0.0,0.0,0
2.955019961483493,0.6007427930189332,1.0,0.7520515460212361,0.0,0.049915258074990546,0.0,0.0,0
2.8007870210937513,0.594623587626561,1.0,0.7447755875656202,0.0,0.034839792245494515,0.0,0.0,0
3.4727199498809376,0.6088149540795667,1.0,0.7483163413550934,0.0,0.03338514085486005,0.0,0.0,0
3.6244213244483996,0.5167049191500724,1.0,0.8190535423479163,0.0,0.03369502458604052,0.0,0.0,0
4.15326800385348,0.6259670332773187,1.0,0.7375898159979167,0.0,0.030625696807315073,0.0,0.0,0
4.441679375110574,0.6641011748048542,1.0,0.7009919074067561,0.0,0.02678781574663085,0.0,0.0,0
4.139669525919809,0.6913812197321473,1.0,0.5881214801722118,0.0,0.022465841613562163,0.0,0.0,0
4.096763039854631,0.7691362510802608,1.0,0.4036802135886305,0.0,0.01906303913534471,0.0,0.0,0
4.263509156020935,0.8544037488096232,1.0,-0.4845566721748463,0.0,0.01937248573311722,0.0,0.0,0
7.165130480218831,0.8000485499819032,1.0,-0.5704259904742671,0.0,0.019967161630756302,0.0,0.0,0
7.883240490661353,0.7991179915400382,1.0,-0.5711140220445899,0.0,0.019477119959412717,0.0,0.0,0
7.9812957581175725,0.8000485499819032,1.0,-0.570256877894049,0.0,0.020831985212647494,0.0,0.0,0
7.466638332942124,0.8251045190902404,1.0,-0.5575303744521171,0.0,0.021810376699548408,0.0,0.0,0
7.276436343478367,0.8044145439599698,1.0,-0.5557264913180555,0.0,0.022399808329583656,0.0,0.0,0
6.3888565652469875,0.7940826672020288,1.0,-0.4364907889892613,0.0,0.029433713869929008,0.0,0.0,0
5.07633498740504,0.930726679508478,1.0,0.1515058894156277,0.0,0.03636364407660763,0.0,0.0,0
5.221377772520186,0.9292831086416397,1.0,0.16903979468436048,0.0,0.03822561975001667,0.0,0.0,0
5.378029193633928,0.7971910060005312,1.0,0.5250725284179101,0.0,0.044332380773368464,0.0,0.0,0
5.401174668417061,0.7362027290557622,1.0,0.6845966292460749,0.0,0.06851373176600568,0.0,0.0,0
5.615694989620066,0.7214933656076956,1.0,0.6867487415015938,0.0,0.07368868922249355,0.0,0.0,0
4.789195862500278,0.5174622273622717,1.0,0.8170254399315101,0.0,0.05930255869363041,0.0,0.0,0
4.449610998238382,0.6290766661598625,1.0,0.7376106267697861,0.0,0.06545060475990386,0.0,0.0,0
4.151846030419514,0.6311362014361749,1.0,0.7311853312425953,0.0,0.05805132660752724,0.0,0.0,0
3.749317245395011,0.6208227034025593,1.0,0.7637875432414405,0.0,0.047698789405398755,0.0,0.0,0
3.6231570466817606,0.6291351821338972,1.0,0.7513488643956332,0.0,0.03892768950948113,0.0,0.0,0
3.6551301963473977,0.565609129002787,1.0,0.7735366486311401,0.0,0.0263767323727366,0.0,0.0,0
3.519053401864799,0.6291351821338972,1.0,0.7513488643956332,0.0,0.028450398225631435,0.0,0.0,0
3.075747547051739,0.629669063858184,1.0,0.7435181663703848,0.0,0.025575166116557514,0.0,0.0,0
3.2417683239586244,0.6262201382482993,1.0,0.7486535616768983,0.0,0.02952920911648252,0.0,0.0,0
4.177000886084836,0.5478671497136597,1.0,0.828772329649318,0.0,0.026398510508479172,0.0,0.0,0
5.194854883453453,0.6999228045573456,1.0,0.5607814505399001,0.0,0.02699393898572532,0.0,0.0,0
4.834665387776026,0.7393645609734518,1.0,0.5118740046165613,0.0,0.024710105952968586,0.0,0.0,0
5.301252220544967,0.858824328106482,1.0,0.018622797011929378,0.0,0.022853752340933068,0.0,0.0,0
6.21817145996109,0.8044145439599698,1.0,-0.5689933659129552,0.0,0.01980168709222554,0.0,0.0,0
7.6267347073515275,0.8037559677617986,1.0,-0.5698759895862124,0.0,0.01952421983762229,0.0,0.0,0
