speed,dangerous,sin_wind_dir,dangerous_proba,scenario,cos_wind_dir,true,baseline,dangerous_indirect
3.3830607,0.0,0.7840553,0.001142665,1.0,0.60989696,0.0,0.0,0
2.9619443,0.0,0.727838,0.0028822087,1.0,0.6349754,0.0,0.0,0
3.1184466,0.0,0.7721963,0.0013989774,1.0,0.5378492,0.0,0.0,0
3.2794437,0.0,0.7823944,0.0025104054,1.0,0.60078895,0.0,0.0,0
3.6838734,0.0,0.7568421,0.0009494636,1.0,0.6268494,0.0,0.0,0
4.1795692,0.0,0.7843303,0.002933918,1.0,0.5665725,0.0,0.0,0
4.570726,0.0,0.7727509,0.0014683602,1.0,0.62636894,0.0,0.0,0
4.427035,0.0,0.58320916,0.0005675353,1.0,0.72776836,0.0,0.0,0
4.1136956,0.0,0.19054984,0.000298067,1.0,0.7893777,0.0,0.0,0
5.0406604,0.0,-0.1743245,0.00017838387,1.0,0.8133708,0.0,0.0,0
7.0561256,0.0,-0.41343,0.00020510876,1.0,0.89736116,0.0,0.0,0
8.056639,0.0,-0.6366904,0.00011622228,1.0,0.8431884,0.0,0.0,0
7.8462405,0.0,-0.61694986,6.416736e-05,1.0,0.83228153,0.0,0.0,0
7.482062,0.0,-0.56988806,0.00013133288,1.0,0.8500428,0.0,0.0,0
6.3473577,0.0,-0.49666348,0.000257865,1.0,0.8847517,0.0,0.0,0
5.8254485,0.0,-0.32654983,0.00023946256,1.0,0.87589824,0.0,0.0,0
5.734207,0.0,-0.035750538,0.0004271863,1.0,0.8339977,0.0,0.0,0
5.0831833,0.0,0.35540932,0.00026172303,1.0,0.88962126,0.0,0.0,0
5.1784563,0.0,0.3800997,0.0005417216,1.0,0.88310367,0.0,0.0,0
5.245802,0.0,0.57363796,0.00084490515,1.0,0.7758523,0.0,0.0,0
5.003571,0.0,0.6717742,0.0010892246,1.0,0.6921642,0.0,0.0,0
4.7507677,0.0,0.7172744,0.0023137454,1.0,0.6964963,0.0,0.0,0
4.1086135,0.0,0.78837687,0.0011172194,1.0,0.56174207,0.0,0.0,0
4.154697,0.0,0.7741397,0.0018189014,1.0,0.61600494,0.0,0.0,0
3.84287,0.0,0.7434974,0.0007237538,1.0,0.587095,0.0,0.0,0
3.6985862,0.0,0.77726454,0.001080934,1.0,0.60511893,0.0,0.0,0
3.6092358,0.0,0.7649973,0.0034155713,1.0,0.5918288,0.0,0.0,0
3.783384,0.0,0.77738345,0.003487006,1.0,0.5814967,0.0,0.0,0
3.7047644,0.0,0.7450158,0.002335886,1.0,0.57985616,0.0,0.0,0
4.0701375,0.0,0.75253147,0.0016217243,1.0,0.5744269,0.0,0.0,0
4.710989,0.0,0.7381923,0.0012941104,1.0,0.58870834,0.0,0.0,0
4.5577116,0.0,0.5684682,0.0004283338,1.0,0.7030755,0.0,0.0,0
4.9803166,0.0,0.26265576,0.0002099087,1.0,0.8122155,0.0,0.0,0
5.4745483,0.0,-0.23393759,8.022192e-05,1.0,0.7972288,0.0,0.0,0
7.4755816,0.0,-0.48109242,0.00015833201,1.0,0.8888954,0.0,0.0,0
8.005381,0.0,-0.59992456,0.00011530716,1.0,0.8552246,0.0,0.0,0
8.100296,0.0,-0.6169744,0.0001002687,1.0,0.8522233,0.0,0.0,0
7.3750234,0.0,-0.43282846,0.00020367638,1.0,0.8985558,0.0,0.0,0
6.3305016,0.0,-0.55299115,0.00031406496,1.0,0.8602885,0.0,0.0,0
5.8876886,0.0,-0.29910463,0.00031496512,1.0,0.83868706,0.0,0.0,0
5.491285,0.0,-0.10943351,0.00043019463,1.0,0.8271488,0.0,0.0,0
4.855541,0.0,0.011418108,0.0007832503,1.0,0.8204607,0.0,0.0,0
4.556682,0.0,0.31853294,0.0008767023,1.0,0.8462201,0.0,0.0,0
4.1398716,0.0,0.6091301,0.0017763382,1.0,0.70964724,0.0,0.0,0
3.9399257,0.0,0.63390124,0.0011982922,1.0,0.67704815,0.0,0.0,0
4.0219784,0.0,0.6649768,0.0020054346,1.0,0.6567042,0.0,0.0,0
4.6900244,0.0,0.5765789,0.0014309011,1.0,0.69008344,0.0,0.0,0
4.067411,0.0,0.7459584,0.0011343543,1.0,0.6525754,0.0,0.0,0
4.014083,0.0,0.8168723,0.002507818,1.0,0.54131216,0.0,0.0,0
3.709132,0.0,0.6805673,0.0022056324,1.0,0.6606775,0.0,0.0,0
3.9481413,0.0,0.74474216,0.0017099938,1.0,0.6275776,0.0,0.0,0
4.3921905,0.0,0.7711623,0.0007946391,1.0,0.59443283,0.0,0.0,0
4.958337,0.0,0.8378862,0.00081019546,1.0,0.49949205,0.0,0.0,0
5.2600427,0.0,0.7776169,0.00037372508,1.0,0.5907416,0.0,0.0,0
5.284944,0.0,0.74595636,0.00028338688,1.0,0.65352523,0.0,0.0,0
5.3035035,0.0,0.73926497,0.0002816122,1.0,0.58218414,0.0,0.0,0
5.4010367,0.0,0.6450565,0.00023438175,1.0,0.6054353,0.0,0.0,0
5.1138186,0.0,0.4886934,0.00026745017,1.0,0.7578478,0.0,0.0,0
5.2109337,0.0,0.27853084,0.00016955037,1.0,0.84976584,0.0,0.0,0
6.1403675,0.0,-0.19743794,0.00019824885,1.0,0.86095434,0.0,0.0,0
6.7685604,0.0,-0.3074435,0.00013490797,1.0,0.8796328,0.0,0.0,0
6.6184015,0.0,-0.41254416,0.00025055796,1.0,0.8528525,0.0,0.0,0
6.3463984,0.0,-0.11716839,0.0003591176,1.0,0.8693595,0.0,0.0,0
5.992093,0.0,-0.045545317,0.00039777337,1.0,0.8667431,0.0,0.0,0
5.4118376,0.0,0.0830635,0.0003922147,1.0,0.8454304,0.0,0.0,0
4.801212,0.0,0.3936922,0.00049242756,1.0,0.8557269,0.0,0.0,0
5.227641,0.0,0.57916313,0.00074901484,1.0,0.7354418,0.0,0.0,0
5.558505,0.0,0.7000969,0.0005207349,1.0,0.63922346,0.0,0.0,0
5.4613776,0.0,0.7376725,0.00067016174,1.0,0.5769512,0.0,0.0,0
5.5571265,0.0,0.8329715,0.0015854314,1.0,0.51166856,0.0,0.0,0
4.3444304,0.0,0.7865834,0.0021125646,1.0,0.5631138,0.0,0.0,0
4.57834,0.0,0.735799,0.00065999164,1.0,0.58134234,0.0,0.0,0
4.0877995,0.0,0.7557271,0.0015422887,1.0,0.6350865,0.0,0.0,0
4.969374,0.0,0.8206421,0.0012393756,1.0,0.5223034,0.0,0.0,0
5.459587,0.0,0.8419381,0.00080291677,1.0,0.5392481,0.0,0.0,0
5.7141,0.0,0.8525161,0.00075036153,1.0,0.46837536,0.0,0.0,0
6.394354,0.0,0.83393365,0.00039523785,1.0,0.50280154,0.0,0.0,0
6.6699038,0.0,0.8722754,0.00071023166,1.0,0.36234352,0.0,0.0,0
6.7738686,0.0,0.8776199,0.00037317575,1.0,0.32285267,0.0,0.0,0
5.563618,0.0,0.77201056,0.000361808,1.0,0.44937783,0.0,0.0,0
5.134252,0.0,0.6518075,0.0005631727,1.0,0.33901507,0.0,0.0,0
4.5727873,0.0,0.6243891,0.00059867423,1.0,0.43039894,0.0,0.0,0
4.349395,0.0,0.37915716,0.0007889971,1.0,0.5749383,0.0,0.0,0
4.1744866,0.0,0.114730924,0.0003841412,1.0,0.5754232,0.0,0.0,0
5.545838,0.0,-0.5605273,0.00037726064,1.0,0.77070296,0.0,0.0,0
5.9858856,0.0,-0.6037965,0.00014871819,1.0,0.7871136,0.0,0.0,0
5.3427176,0.0,-0.36487857,0.00019622194,1.0,0.79855037,0.0,0.0,0
5.1214924,0.0,-0.091129735,0.00036428243,1.0,0.8323142,0.0,0.0,0
4.5283294,0.0,0.14817083,0.0013622437,1.0,0.6925461,0.0,0.0,0
4.0971355,0.0,0.29384708,0.0056853923,1.0,0.6921577,0.0,0.0,0
4.598755,0.0,0.7107531,0.00062423374,1.0,0.6124753,0.0,0.0,0
5.012994,0.0,0.7975085,0.0011890902,1.0,0.49888682,0.0,0.0,0
4.256667,0.0,0.850679,0.0011901775,1.0,0.30666158,0.0,0.0,0
3.668439,0.0,0.8975189,0.0021323336,1.0,0.23003362,0.0,0.0,0
4.3654256,0.0,0.9150984,0.0009277482,1.0,0.3509377,0.0,0.0,0
4.7835307,0.0,0.8964176,0.002913692,1.0,0.36889532,0.0,0.0,0
5.7268333,0.0,0.88329875,0.0009922524,1.0,0.45959485,0.0,0.0,0
5.7176576,0.0,0.89401674,0.0006743595,1.0,0.3005951,0.0,0.0,0
5.296832,0.0,0.93189085,0.0005926803,1.0,0.2716857,0.0,0.0,0
5.4984694,0.0,0.91780376,0.00096836983,1.0,0.23560153,0.0,0.0,0
5.1237645,0.0,0.854742,0.00023111101,1.0,0.38593173,0.0,0.0,0
5.316443,0.0,0.9305478,0.0004202057,1.0,0.3604984,0.0,0.0,0
5.4769764,0.0,0.80806583,0.00097247167,1.0,0.32705805,0.0,0.0,0
4.3856854,0.0,0.61932236,0.003921894,1.0,0.31514585,0.0,0.0,0
4.080087,0.0,0.6649293,0.0037834353,1.0,0.4411913,0.0,0.0,0
3.8118973,0.0,0.35484716,0.0017910738,1.0,0.39198765,0.0,0.0,0
4.1492004,0.0,-0.48990685,0.00046382158,1.0,0.7183965,0.0,0.0,0
5.186224,0.0,-0.65539706,0.0009878295,1.0,0.5062094,0.0,0.0,0
5.554444,0.0,-0.7139606,0.000535154,1.0,0.6770939,0.0,0.0,0
5.2268596,0.0,-0.5692108,0.00031123834,1.0,0.7559165,0.0,0.0,0
4.790011,0.0,-0.35035416,0.0006190151,1.0,0.83066976,0.0,0.0,0
4.320966,0.0,0.043471012,0.0032786652,1.0,0.8294907,0.0,0.0,0
3.6222963,0.0,-0.039718144,0.008832811,1.0,0.60508305,0.0,0.0,0
3.937886,0.0,0.31625924,0.0044261734,1.0,0.5557904,0.0,0.0,0
3.103648,0.0,0.44038802,0.01876107,1.0,0.2097897,0.0,0.0,0
3.5815508,0.0,0.7474116,0.009512452,1.0,0.58040076,0.0,0.0,0
3.5231357,0.0,0.80857676,0.0050697085,1.0,0.4422284,0.0,0.0,0
3.5658972,0.0,0.79171324,0.007953288,1.0,0.43432656,0.0,0.0,0
3.4126716,0.0,0.8532419,0.0071573714,1.0,0.38923866,0.0,0.0,0
3.6921523,0.0,0.91233,0.003965448,1.0,0.20559841,0.0,0.0,0
3.3758552,0.0,0.75129807,0.016817534,1.0,0.5662215,0.0,0.0,0
4.0251255,0.0,0.80498207,0.001232469,1.0,0.46714863,0.0,0.0,0
4.6594553,0.0,0.8005613,0.0006790927,1.0,0.48356345,0.0,0.0,0
4.373288,0.0,0.8640541,0.0031814158,1.0,0.41279632,0.0,0.0,0
4.5462418,0.0,0.85959345,0.0020762742,1.0,0.44014135,0.0,0.0,0
3.8466418,0.0,0.8206186,0.010042077,1.0,0.40972626,0.0,0.0,0
4.479261,0.0,0.6705766,0.010809277,1.0,0.53152144,0.0,0.0,0
4.1453285,0.0,0.65794194,0.0016396225,1.0,0.6137905,0.0,0.0,0
4.0857215,0.0,0.27899274,0.0015287852,1.0,0.7215856,0.0,0.0,0
4.277819,0.0,-0.33801484,0.0009661383,1.0,0.77674735,0.0,0.0,0
5.4062643,0.0,-0.5154384,0.0010995269,1.0,0.7689475,0.0,0.0,0
5.996798,0.0,-0.7400687,0.0020783225,1.0,0.7662722,0.0,0.0,0
5.417496,0.0,-0.552944,0.00050463044,1.0,0.8191276,0.0,0.0,0
5.3869596,0.0,-0.3896618,0.0005973812,1.0,0.85210294,0.0,0.0,0
4.403926,0.0,-0.22070616,0.00072451186,1.0,0.8077282,0.0,0.0,0
4.3259516,0.0,-0.022249185,0.001573402,1.0,0.84391075,0.0,0.0,0
4.236492,0.0,0.26516953,0.00086959894,1.0,0.86723214,0.0,0.0,0
4.3171153,0.0,0.5059689,0.0027190787,1.0,0.83791894,0.0,0.0,0
4.4239144,0.0,0.64804715,0.0009805243,1.0,0.6920788,0.0,0.0,0
4.204579,0.0,0.81198126,0.0006327333,1.0,0.5347051,0.0,0.0,0
3.9726279,0.0,0.8137877,0.0016099488,1.0,0.57653904,0.0,0.0,0
3.4417934,0.0,0.74487287,0.033871308,1.0,0.6072629,0.0,0.0,0
3.0456629,0.0,0.6024367,0.014956539,1.0,0.6291215,0.0,0.0,0
3.1906054,0.0,0.8382317,0.019248221,1.0,0.51609284,0.0,0.0,0
3.0707593,0.0,0.7237575,0.020331157,1.0,0.5577956,0.0,0.0,0
4.0398164,0.0,0.76249814,0.0019027783,1.0,0.58507997,0.0,0.0,0
4.257889,0.0,0.84682715,0.0019761776,1.0,0.5195732,0.0,0.0,0
4.2712107,0.0,0.7951494,0.0016391184,1.0,0.54233396,0.0,0.0,0
4.359842,0.0,0.8279772,0.002230491,1.0,0.51937103,0.0,0.0,0
4.3328137,0.0,0.8546765,0.006677497,1.0,0.4606946,0.0,0.0,0
4.3366485,0.0,0.7916155,0.01631856,1.0,0.57703286,0.0,0.0,0
4.288728,0.0,0.71564007,0.004199587,1.0,0.5898277,0.0,0.0,0
3.5764925,0.0,0.29283062,0.0022397414,1.0,0.615616,0.0,0.0,0
4.3779054,0.0,-0.38511068,0.000514315,1.0,0.75550854,0.0,0.0,0
6.1269755,0.0,-0.5571793,0.001032029,1.0,0.79642814,0.0,0.0,0
7.2103066,0.0,-0.45366395,0.00022918222,1.0,0.8935737,0.0,0.0,0
7.1379757,0.0,-0.53281397,0.00017747197,1.0,0.8837646,0.0,0.0,0
6.2841344,0.0,-0.5028167,0.00038115654,1.0,0.8656611,0.0,0.0,0
5.2898316,0.0,-0.42294365,0.0006541577,1.0,0.8685187,0.0,0.0,0
4.80812,0.0,-0.1006567,0.0008255934,1.0,0.8814357,0.0,0.0,0
4.592815,0.0,0.068600774,0.0010657045,1.0,0.80571556,0.0,0.0,0
3.9832242,0.0,0.35429898,0.0034622254,1.0,0.84168315,0.0,0.0,0
4.2137227,0.0,0.5875836,0.0014973013,1.0,0.80259204,0.0,0.0,0
3.793467,0.0,0.6506386,0.0011685137,1.0,0.71115744,0.0,0.0,0
4.1023374,0.0,0.7901044,0.00058091304,1.0,0.5628578,0.0,0.0,0
3.3246562,0.0,0.7801588,0.0031653878,1.0,0.58031034,0.0,0.0,0
3.7040327,0.0,0.7240667,0.0055997698,1.0,0.6308679,0.0,0.0,0
3.6204324,0.0,0.84909666,0.0073185437,1.0,0.51563805,0.0,0.0,0
3.68169,0.0,0.7205302,0.008017134,1.0,0.64536566,0.0,0.0,0
3.9160595,0.0,0.87283313,0.0023763145,1.0,0.517653,0.0,0.0,0
3.4653575,0.0,0.775596,0.0058353865,1.0,0.59465027,0.0,0.0,0
4.187344,0.0,0.77871275,0.0024027936,1.0,0.5855279,0.0,0.0,0
4.388153,0.0,0.7949636,0.00092652434,1.0,0.5387579,0.0,0.0,0
4.603494,0.0,0.78710294,0.0045076013,1.0,0.60998684,0.0,0.0,0
4.8019814,0.0,0.8081532,0.0017745772,1.0,0.55318946,0.0,0.0,0
5.0081816,0.0,0.6634165,0.00031240936,1.0,0.67233026,0.0,0.0,0
4.903164,0.0,0.54711854,0.00030083684,1.0,0.7346067,0.0,0.0,0
4.818212,0.0,0.33567902,0.00017863646,1.0,0.8523826,0.0,0.0,0
5.775908,0.0,-0.29170954,0.00018537963,1.0,0.894317,0.0,0.0,0
6.616971,0.0,-0.3834246,0.00039715026,1.0,0.9230694,0.0,0.0,0
6.0816154,0.0,-0.24851498,0.00019748627,1.0,0.8788718,0.0,0.0,0
5.9562044,0.0,-0.2624484,0.00015575095,1.0,0.910567,0.0,0.0,0
5.663198,0.0,0.16711669,0.0003916281,1.0,0.9049702,0.0,0.0,0
5.5448155,0.0,0.20720032,0.0006094905,1.0,0.91470367,0.0,0.0,0
5.4432817,0.0,0.244337,0.00053879974,1.0,0.90675527,0.0,0.0,0
5.6631765,0.0,0.48033956,0.0006052554,1.0,0.86118865,0.0,0.0,0
5.4041743,0.0,0.5366394,0.00070732983,1.0,0.80295813,0.0,0.0,0
5.321998,0.0,0.6280793,0.0010260977,1.0,0.7122243,0.0,0.0,0
5.157719,0.0,0.7283639,0.000627703,1.0,0.64032733,0.0,0.0,0
5.1597714,0.0,0.75911,0.00070647866,1.0,0.6149909,0.0,0.0,0
4.898914,0.0,0.7374043,0.0011738581,1.0,0.62188774,0.0,0.0,0
4.13549,0.0,0.71257055,0.00050245377,1.0,0.6663945,0.0,0.0,0
4.3892603,0.0,0.7473449,0.00041405432,1.0,0.61236435,0.0,0.0,0
4.4858313,0.0,0.74814576,0.00034645305,1.0,0.6183022,0.0,0.0,0
4.1369925,0.0,0.71052295,0.0014869282,1.0,0.68586355,0.0,0.0,0
4.2610874,0.0,0.7758352,0.0005473238,1.0,0.5911938,0.0,0.0,0
3.8701084,0.0,0.7640777,0.0014601272,1.0,0.59576595,0.0,0.0,0
4.357828,0.0,0.6949588,0.0013464488,1.0,0.6227771,0.0,0.0,0
4.987314,0.0,0.7596435,0.0005578692,1.0,0.60193056,0.0,0.0,0
5.3263063,0.0,0.6904164,0.00012345295,1.0,0.67805976,0.0,0.0,0
5.1629634,0.0,0.59606266,0.0001438748,1.0,0.7359779,0.0,0.0,0
4.848645,0.0,0.41504154,0.00014196326,1.0,0.8071835,0.0,0.0,0
5.1459284,0.0,0.24963458,8.772657e-05,1.0,0.84753925,0.0,0.0,0
5.76027,0.0,-0.123054214,0.00012900232,1.0,0.8422647,0.0,0.0,0
6.0750875,0.0,-0.3456618,0.00016424918,1.0,0.92554915,0.0,0.0,0
5.875787,0.0,-0.4066118,0.00012768465,1.0,0.910699,0.0,0.0,0
6.0214763,0.0,0.08570913,0.00015905607,1.0,0.9096097,0.0,0.0,0
5.6778445,0.0,0.1445366,0.00013205319,1.0,0.91885394,0.0,0.0,0
5.5384145,0.0,0.3672177,0.00019198297,1.0,0.8716498,0.0,0.0,0
5.3810987,0.0,0.47354186,0.0003210782,1.0,0.8620026,0.0,0.0,0
5.4665403,0.0,0.47852832,0.00036792838,1.0,0.84787655,0.0,0.0,0
5.265657,0.0,0.5420055,0.00038891402,1.0,0.7737195,0.0,0.0,0
5.557153,0.0,0.66573876,0.0005027741,1.0,0.6790534,0.0,0.0,0
5.1674604,0.0,0.7216621,0.0005051553,1.0,0.6218476,0.0,0.0,0
5.922661,0.0,0.7712671,0.0013992538,1.0,0.60993737,0.0,0.0,0
5.0226736,0.0,0.76659554,0.0017204406,1.0,0.63107455,0.0,0.0,0
5.2826405,0.0,0.701125,0.00046176827,1.0,0.62896186,0.0,0.0,0
5.2477207,0.0,0.78715587,0.00083590386,1.0,0.55680716,0.0,0.0,0
4.7079144,0.0,0.76098996,0.0003872446,1.0,0.6119899,0.0,0.0,0
4.9386144,0.0,0.767354,0.0004819163,1.0,0.6002434,0.0,0.0,0
4.9114122,0.0,0.7606966,0.0002368786,1.0,0.6202308,0.0,0.0,0
5.238119,0.0,0.7719782,0.000553175,1.0,0.56123114,0.0,0.0,0
5.327893,0.0,0.8222376,0.00023127721,1.0,0.5335919,0.0,0.0,0
5.485165,0.0,0.6523957,0.00020670057,1.0,0.6835777,0.0,0.0,0
5.356289,0.0,0.4892935,0.00023092865,1.0,0.7478441,0.0,0.0,0
