day;hour;wind_dir;speed;temp;details;scenario;radiation;precip
01/01/2019;00h00;92;1.9;10.5;mesure;S1;0;0
01/01/2019;00h15;81;1;10.3;mesure;S2;0;0
01/01/2019;00h30;81;0.9;10.1;mesure;S2;0;0
01/01/2019;00h45;69;1.7;9.5;mesure;S1;0;0
01/01/2019;01h00;68;1.3;9.5;mesure;S1;0;0
01/01/2019;01h15;69;1.2;9.6;mesure;S1;0;0
01/01/2019;01h30;69;1.8;9.3;mesure;S1;0;0
01/01/2019;01h45;64;2.4;8.8;mesure;S1;0;0
01/01/2019;02h00;65;1.8;8.7;mesure;S1;0;0
01/01/2019;02h15;70;1.7;8.7;mesure;S1;0;0
01/01/2019;02h30;72;1.4;8.7;mesure;S1;0;0
01/01/2019;02h45;75;1.6;8.4;mesure;S1;0;0
01/01/2019;03h00;94;1.7;8;mesure;S1;0;0
01/01/2019;03h15;82;1.8;7.1;mesure;S1;0;0
01/01/2019;03h30;71;2.1;7;mesure;S1;0;0
01/01/2019;03h45;75;2;7.4;mesure;S1;0;0
01/01/2019;04h00;72;2.4;7.8;mesure;S1;0;0
01/01/2019;04h15;66;2.3;8.1;mesure;S1;0;0
01/01/2019;04h30;88;1.6;7.9;mesure;S1;0;0
01/01/2019;04h45;76;2.3;7.4;mesure;S1;0;0
01/01/2019;05h00;81;2.8;7.6;mesure;S1;0;0
01/01/2019;05h15;60;1.3;7.5;mesure;S1;0;0
01/01/2019;05h30;90;1.3;6.9;mesure;S1;0;0
01/01/2019;05h45;80;1.7;6.7;mesure;S1;0;0
01/01/2019;06h00;67;1.3;6.6;mesure;S1;0;0
01/01/2019;06h15;56;1.4;6.5;mesure;S1;0;0
01/01/2019;06h30;62;1;6.2;mesure;S2;0;0
01/01/2019;06h45;60;1.1;6.1;mesure;S1;0;0
01/01/2019;07h00;63;1;6.1;mesure;S2;0;0
01/01/2019;07h15;60;0.9;6.5;mesure;S2;0;0
01/01/2019;07h30;59;1;6.3;mesure;S2;0;0
01/01/2019;07h45;58;1.2;6.1;mesure;S1;5;0
01/01/2019;08h00;58;1.7;6.1;mesure;S1;20;0
01/01/2019;08h15;53;1.6;6.6;mesure;S1;73;0
01/01/2019;08h30;57;1.4;7.4;mesure;S1;121;0
01/01/2019;08h45;54;1.3;7.5;mesure;S1;101;0
01/01/2019;09h00;66;1;8.7;mesure;S2;209;0
01/01/2019;09h15;79;0.7;10.7;mesure;S2;335;0
01/01/2019;09h30;87;0.2;12.3;mesure;S3;357;0
01/01/2019;09h45;60;0.1;13.1;mesure;S3;230;0
01/01/2019;10h00;70;0.1;14.3;mesure;S3;314;0
01/01/2019;10h15;56;0.3;14.8;mesure;S3;384;0
01/01/2019;10h30;52;0.4;16;mesure;S3;454;0
01/01/2019;10h45;50;0.6;15.8;mesure;S2;294;0
01/01/2019;11h00;50;0.4;16.3;mesure;S3;294;0
01/01/2019;11h15;47;0.2;17.9;mesure;S3;437;0
01/01/2019;11h30;219;0.1;18.8;mesure;S4;452;0
01/01/2019;11h45;257;0;18.1;mesure;S4;353;0
01/01/2019;12h00;258;0.6;17.4;mesure;S2b;482;0
01/01/2019;12h15;278;0.6;18.1;mesure;S2b;484;0
01/01/2019;12h30;262;0.6;18.8;mesure;S2b;626;0
01/01/2019;12h45;250;0.3;18;mesure;S4;328;0
01/01/2019;13h00;272;0.3;17.9;mesure;S4;340;0
01/01/2019;13h15;259;0.2;18.6;mesure;S4;436;0
01/01/2019;13h30;259;0.7;17.8;mesure;S2b;366;0
01/01/2019;13h45;262;0.5;18.3;mesure;S2b;428;0
01/01/2019;14h00;242;0.6;19.6;mesure;S2b;608;0
01/01/2019;14h15;274;0.8;19.7;mesure;S2b;600;0
01/01/2019;14h30;260;0.9;19.6;mesure;S2b;461;0
01/01/2019;14h45;277;0.5;20;mesure;S2b;405;0
01/01/2019;15h00;253;0.6;20.5;mesure;S2b;507;0
01/01/2019;15h15;248;0.8;19.5;mesure;S2b;333;0
01/01/2019;15h30;258;0.2;18.6;mesure;S4;187;0
01/01/2019;15h45;258;0.5;18.6;mesure;S2b;214;0
01/01/2019;16h00;250;0.1;18.6;mesure;S4;220;0
01/01/2019;16h15;281;0.1;20.2;mesure;S4;293;0
01/01/2019;16h30;264;0.2;18.9;mesure;S4;152;0
01/01/2019;16h45;360;0;18.8;mesure;S3;124;0
01/01/2019;17h00;264;0.1;18.3;mesure;S4;99;0
01/01/2019;17h15;283;0.3;17.4;mesure;S4;75;0
01/01/2019;17h30;303;0.1;16.9;mesure;S4;51;0
01/01/2019;17h45;286;0.1;16.4;mesure;S4;25;0
01/01/2019;18h00;282;0;15.6;mesure;S4;6;0
01/01/2019;18h15;292;0.1;15.3;mesure;S4;0;0
01/01/2019;18h30;359;0.1;14.8;mesure;S3;0;0
01/01/2019;18h45;50;0.4;13.9;mesure;S3;0;0
01/01/2019;19h00;69;0.5;13;mesure;S2;0;0
01/01/2019;19h15;71;0.7;12.8;mesure;S2;0;0
01/01/2019;19h30;64;0.9;12.9;mesure;S2;0;0
01/01/2019;19h45;65;1.1;12.7;mesure;S1;0;0
01/01/2019;20h00;65;1.5;12.3;mesure;S1;0;0
01/01/2019;20h15;67;1.2;12.4;mesure;S1;0;0
01/01/2019;20h30;56;1.2;11.8;mesure;S1;0;0
01/01/2019;20h45;60;1.9;11.6;mesure;S1;0;0
01/01/2019;21h00;72;1.9;11.1;mesure;S1;0;0
01/01/2019;21h15;66;2.4;10.7;mesure;S1;0;0
01/01/2019;21h30;63;2.3;10.3;mesure;S1;0;0
01/01/2019;21h45;63;2;10.1;mesure;S1;0;0
01/01/2019;22h00;76;2.4;9.7;mesure;S1;0;0
01/01/2019;22h15;64;2.4;9.6;mesure;S1;0;0
01/01/2019;22h30;65;2.2;9.1;mesure;S1;0;0
01/01/2019;22h45;63;2.5;8.9;mesure;S1;0;0
01/01/2019;23h00;68;1.8;9.2;mesure;S1;0;0
01/01/2019;23h15;69;2.2;9.5;mesure;S1;0;0
01/01/2019;23h30;66;2.3;9.5;mesure;S1;0;0
01/01/2019;23h45;84;1.2;9.3;mesure;S1;0;0
02/01/2019;00h00;64;1.9;9.1;mesure;S1;0;0
02/01/2019;00h15;69;2.7;8.8;mesure;S1;0;0
02/01/2019;00h30;53;2.4;8.8;mesure;S1;0;0
02/01/2019;00h45;73;2.1;8.7;mesure;S1;0;0
02/01/2019;01h00;67;2.5;8.7;mesure;S1;0;0
02/01/2019;01h15;64;2.3;8.8;mesure;S1;0;0
02/01/2019;01h30;54;2.7;8.2;mesure;S1;0;0
02/01/2019;01h45;65;2.6;7.8;mesure;S1;0;0
02/01/2019;02h00;72;2.1;7.8;mesure;S1;0;0
02/01/2019;02h15;66;3;7.6;mesure;S1;0;0
02/01/2019;02h30;70;2.4;7.4;mesure;S1;0;0
02/01/2019;02h45;60;2.3;7.1;mesure;S1;0;0
02/01/2019;03h00;59;2.4;6.8;mesure;S1;0;0
02/01/2019;03h15;58;2.4;6.6;mesure;S1;0;0
02/01/2019;03h30;74;1.7;6.7;mesure;S1;0;0
02/01/2019;03h45;72;1.5;6.6;mesure;S1;0;0
02/01/2019;04h00;88;1.8;6.4;mesure;S1;0;0
02/01/2019;04h15;71;1.6;6.5;mesure;S1;0;0
02/01/2019;04h30;64;1.9;5.9;mesure;S1;0;0
02/01/2019;04h45;61;2;5.6;mesure;S1;0;0
02/01/2019;05h00;75;2.3;5.7;mesure;S1;0;0
02/01/2019;05h15;70;1.8;6.1;mesure;S1;0;0
02/01/2019;05h30;76;2;5.7;mesure;S1;0;0
02/01/2019;05h45;68;1.7;5.8;mesure;S1;0;0
02/01/2019;06h00;72;1.8;5.9;mesure;S1;0;0
02/01/2019;06h15;73;1.8;5.7;mesure;S1;0;0
02/01/2019;06h30;63;2.1;5.5;mesure;S1;0;0
02/01/2019;06h45;68;1.8;5.7;mesure;S1;0;0
02/01/2019;07h00;85;1.6;5.8;mesure;S1;0;0
02/01/2019;07h15;86;1.7;6;mesure;S1;0;0
02/01/2019;07h30;66;1.9;6.2;mesure;S1;0;0
02/01/2019;07h45;88;1.4;6.2;mesure;S1;3;0
02/01/2019;08h00;66;1.9;6.2;mesure;S1;11;0
02/01/2019;08h15;60;2.1;6;mesure;S1;41;0
02/01/2019;08h30;52;1.9;6.4;mesure;S1;84;0
02/01/2019;08h45;92;2;6.8;mesure;S1;138;0
02/01/2019;09h00;89;2.1;7.3;mesure;S1;180;0
02/01/2019;09h15;74;2.3;7.9;mesure;S1;224;0
02/01/2019;09h30;80;2.1;9.2;mesure;S1;246;0
02/01/2019;09h45;56;1.6;10.5;mesure;S1;252;0
02/01/2019;10h00;63;1.7;12;mesure;S1;365;0
02/01/2019;10h15;80;1.9;13.3;mesure;S1;410;0
02/01/2019;10h30;93;1.3;14.5;mesure;S1;444;0
02/01/2019;10h45;66;1.7;15.4;mesure;S1;488;0
02/01/2019;11h00;56;1.5;16.2;mesure;S1;523;0
02/01/2019;11h15;75;2.1;17;mesure;S1;553;0
02/01/2019;11h30;67;1.1;17.7;mesure;S1;584;0
02/01/2019;11h45;60;1.3;18.3;mesure;S1;606;0
02/01/2019;12h00;79;0.4;19.5;mesure;S3;627;0
02/01/2019;12h15;114;0.1;20.5;mesure;S4;642;0
02/01/2019;12h30;233;0.2;21.9;mesure;S4;647;0
02/01/2019;12h45;250;0.7;19.8;mesure;S2b;634;0
02/01/2019;13h00;129;0.1;20.7;mesure;S4;647;0
02/01/2019;13h15;290;2.1;19.9;mesure;S2;630;0
02/01/2019;13h30;283;3.1;18.6;mesure;S2;622;0
02/01/2019;13h45;291;3.5;18.6;mesure;S2;612;0
02/01/2019;14h00;289;2.2;19.6;mesure;S2;592;0
02/01/2019;14h15;304;1.9;20.3;mesure;S1;565;0
02/01/2019;14h30;282;3;19.4;mesure;S2;540;0
02/01/2019;14h45;298;2.8;19.3;mesure;S2;509;0
02/01/2019;15h00;294;3.9;18.8;mesure;S2;471;0
02/01/2019;15h15;296;3.3;18.8;mesure;S2;434;0
02/01/2019;15h30;298;3.4;18.5;mesure;S2;395;0
02/01/2019;15h45;297;3.9;18.4;mesure;S2;354;0
02/01/2019;16h00;281;3.2;18.2;mesure;S2;310;0
02/01/2019;16h15;292;3;17.9;mesure;S2;266;0
02/01/2019;16h30;292;3.3;17.7;mesure;S2;221;0
02/01/2019;16h45;309;3;17.5;mesure;S1;177;0
02/01/2019;17h00;303;2.4;17.2;mesure;S2;134;0
02/01/2019;17h15;312;2.1;16.8;mesure;S1;91;0
02/01/2019;17h30;332;1.4;16.1;mesure;S1;52;0
02/01/2019;17h45;358;1.4;15.4;mesure;S1;17;0
02/01/2019;18h00;4;1.1;14.8;mesure;S1;2;0
02/01/2019;18h15;5;1;14.3;mesure;S2;0;0
02/01/2019;18h30;6;1;13.8;mesure;S2;0;0
02/01/2019;18h45;29;0.4;13.5;mesure;S3;0;0
02/01/2019;19h00;89;0.2;12.9;mesure;S3;0;0
02/01/2019;19h15;84;0.5;12.6;mesure;S2;0;0
02/01/2019;19h30;68;1;12.7;mesure;S2;0;0
02/01/2019;19h45;57;0.7;12.7;mesure;S2;0;0
02/01/2019;20h00;69;0.8;12.3;mesure;S2;0;0
02/01/2019;20h15;62;1;12.1;mesure;S2;0;0
02/01/2019;20h30;69;0.8;11.7;mesure;S2;0;0
02/01/2019;20h45;73;0.7;11.4;mesure;S2;0;0
02/01/2019;21h00;78;1.3;11.5;mesure;S1;0;0
02/01/2019;21h15;64;1.7;11.5;mesure;S1;0;0
02/01/2019;21h30;78;0.9;11.1;mesure;S2;0;0
02/01/2019;21h45;78;1.5;10.6;mesure;S1;0;0
