day;hour;wind_dir;speed;temp;details;scenario;radiation;precip
01/07/2016;00h00;11;3.3;20.2;mesure;S1;0;0
01/07/2016;00h15;34;2.8;20.1;mesure;S1;0;0
01/07/2016;00h30;31;2.5;20;mesure;S1;0;0
01/07/2016;00h45;31;2.3;20;mesure;S1;0;0
01/07/2016;01h00;59;1.9;19.9;mesure;S1;0;0
01/07/2016;01h15;44;2.4;20;mesure;S1;0;0
01/07/2016;01h30;38;2.6;20;mesure;S1;0;0
01/07/2016;01h45;59;2.9;20;mesure;S1;0;0
01/07/2016;02h00;42;2.3;20;mesure;S1;0;0
01/07/2016;02h15;57;2.1;20;mesure;S1;0;0
01/07/2016;02h30;21;1.8;20.1;mesure;S1;0;0
01/07/2016;02h45;34;2.2;20;mesure;S1;0;0
01/07/2016;03h00;25;1.9;19.8;mesure;S1;0;0
01/07/2016;03h15;36;2.3;19.7;mesure;S1;0;0
01/07/2016;03h30;32;2;19.5;mesure;S1;0;0
01/07/2016;03h45;30;2.1;19.5;mesure;S1;0;0
01/07/2016;04h00;40;2.2;19.3;mesure;S1;0;0
01/07/2016;04h15;38;2;19;mesure;S1;0;0
01/07/2016;04h30;49;2;18.8;mesure;S1;0;0
01/07/2016;04h45;47;2.1;18.5;mesure;S1;0;0
01/07/2016;05h00;38;2;18.3;mesure;S1;0;0
01/07/2016;05h15;34;2;18.2;mesure;S1;0;0
01/07/2016;05h30;51;1.9;18.2;mesure;S1;0;0
01/07/2016;05h45;51;2.2;17.7;mesure;S1;4;1.6
01/07/2016;06h00;55;2.2;17.7;mesure;S1;13;0
01/07/2016;06h15;63;2.1;17.7;mesure;S1;26;0
01/07/2016;06h30;54;2.1;17.9;mesure;S1;40;0
01/07/2016;06h45;48;1.8;18.4;mesure;S1;63;0
01/07/2016;07h00;49;2.2;18.9;mesure;S1;98;0
01/07/2016;07h15;40;2.6;19.3;mesure;S1;139;0
01/07/2016;07h30;52;3.4;19.9;mesure;S1;188;0
01/07/2016;07h45;36;4.4;20.4;mesure;S1;258;0
01/07/2016;08h00;34;4.8;20.5;mesure;S1;96;0
01/07/2016;08h15;31;4.3;20.6;mesure;S1;126;0
01/07/2016;08h30;40;3.9;21;mesure;S1;130;0
01/07/2016;08h45;358;3.7;21.4;mesure;S1;204;0
01/07/2016;09h00;5;3.5;21.7;mesure;S1;212;0
01/07/2016;09h15;37;3.7;22.5;mesure;S1;563;0
01/07/2016;09h30;25;4.1;23;mesure;S1;368;0
01/07/2016;09h45;357;3.5;23.4;mesure;S1;624;0
01/07/2016;10h00;15;3.3;24.1;mesure;S1;610;1.6
01/07/2016;10h15;324;3.2;23.9;mesure;S1;638;0
01/07/2016;10h30;322;4.6;23.9;mesure;S1;677;0
01/07/2016;10h45;324;5.5;23.5;mesure;S1;696;0
01/07/2016;11h00;314;6.5;23.1;mesure;S1;718;0
01/07/2016;11h15;323;7.7;23;mesure;S1;746;0
01/07/2016;11h30;323;8.7;22.8;mesure;S1;766;0
01/07/2016;11h45;324;8.5;22.7;mesure;S1;791;0
01/07/2016;12h00;319;8.7;22.8;mesure;S1;810;0
01/07/2016;12h15;327;8.2;23.2;mesure;S1;821;0
01/07/2016;12h30;328;8.8;22.7;mesure;S1;830;0
01/07/2016;12h45;319;8.5;22.9;mesure;S1;835;0
01/07/2016;13h00;290;7.7;23.3;mesure;S1;830;0
01/07/2016;13h15;323;8.3;23.1;mesure;S1;835;0
01/07/2016;13h30;322;8.3;23;mesure;S1;824;0
01/07/2016;13h45;316;8.4;23.1;mesure;S1;814;0
01/07/2016;14h00;321;8.9;23;mesure;S1;796;0
01/07/2016;14h15;310;8.2;23.3;mesure;S1;780;0
01/07/2016;14h30;319;8.5;23;mesure;S1;764;0
01/07/2016;14h45;319;8.3;23.2;mesure;S1;739;0
01/07/2016;15h00;320;8.2;23.2;mesure;S1;711;0
01/07/2016;15h15;310;7.3;23.5;mesure;S1;682;0
01/07/2016;15h30;320;7.5;23.5;mesure;S1;652;0
01/07/2016;15h45;306;8.1;23.1;mesure;S1;615;0
01/07/2016;16h00;318;8;23;mesure;S1;584;0
01/07/2016;16h15;321;8.1;23.2;mesure;S1;548;1.6
01/07/2016;16h30;316;8;23;mesure;S1;512;0
01/07/2016;16h45;298;7.5;22.7;mesure;S1;470;0
01/07/2016;17h00;324;6.4;23;mesure;S1;432;0
01/07/2016;17h15;360;5.9;24.5;mesure;S1;396;0
01/07/2016;17h30;338;5.7;24.3;mesure;S1;350;0
01/07/2016;17h45;5;5.3;24;mesure;S1;267;1.6
01/07/2016;18h00;341;5;23.7;mesure;S1;270;0
01/07/2016;18h15;358;4.9;23.5;mesure;S1;219;0
01/07/2016;18h30;353;4.5;23.2;mesure;S1;174;0
01/07/2016;18h45;7;6.3;22.7;mesure;S1;122;0
01/07/2016;19h00;16;5.3;22.3;mesure;S1;74;0
01/07/2016;19h15;16;4.9;22;mesure;S1;34;1.6
01/07/2016;19h30;11;4.7;21.8;mesure;S1;26;0
01/07/2016;19h45;354;5.2;21.3;mesure;S1;17;0
01/07/2016;20h00;353;4.5;21.2;mesure;S1;3;0
01/07/2016;20h15;17;4.5;21.2;mesure;S1;0;0
01/07/2016;20h30;349;4.3;21.2;mesure;S1;0;0
01/07/2016;20h45;360;5.1;21;mesure;S1;0;0
01/07/2016;21h00;19;5.1;20.9;mesure;S1;0;0
01/07/2016;21h15;16;4.5;20.9;mesure;S1;0;0
01/07/2016;21h30;24;4.8;20.8;mesure;S1;0;0
01/07/2016;21h45;33;4.7;20.8;mesure;S1;0;0
