datetime,speed,wind_dir,temp,radiation,precip,ctime,mtime
2020-03-11 00:00:00,5.4,78.9,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:01:00,5.8,72.8,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:02:00,5.8,78.4,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:03:00,5.2,83.0,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:04:00,5.6,96.9,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:05:00,5.8,95.0,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:06:00,5.6,102.9,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:07:00,5.6,92.3,17.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:08:00,5.4,90.2,17.8,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:09:00,5.5,99.8,17.8,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:10:00,5.8,85.2,17.8,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:11:00,5.4,94.8,17.7,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:12:00,5.4,77.6,17.7,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:13:00,5.5,93.8,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:14:00,5.0,91.5,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:15:00,5.3,84.1,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:16:00,5.4,101.3,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:17:00,5.1,91.5,17.5,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:18:00,5.7,93.4,17.5,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:19:00,5.6,74.6,17.5,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:20:00,5.6,83.3,17.4,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:21:00,6.0,72.2,17.4,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:22:00,6.0,98.0,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:23:00,6.0,86.3,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:24:00,5.9,112.8,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:25:00,5.5,96.3,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:26:00,5.7,92.0,17.2,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:27:00,5.3,86.6,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:28:00,5.0,93.5,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:29:00,4.8,81.7,17.2,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:30:00,5.1,70.3,17.2,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:31:00,4.8,92.9,17.2,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:32:00,5.1,74.8,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:33:00,4.6,107.3,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:34:00,4.8,78.2,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:35:00,4.8,91.5,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:36:00,4.8,92.7,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:37:00,5.5,82.4,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:38:00,5.6,96.0,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:39:00,5.6,112.4,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:40:00,5.1,104.2,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:41:00,5.7,93.4,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:42:00,6.1,98.5,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:43:00,5.7,98.3,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:44:00,5.4,98.9,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:45:00,5.5,76.9,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:46:00,5.5,105.3,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:47:00,5.8,91.9,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:48:00,5.6,94.8,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:49:00,6.0,76.9,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:50:00,5.8,91.9,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:51:00,5.4,72.5,16.9,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:52:00,5.5,101.2,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:53:00,5.6,81.7,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:54:00,5.7,108.4,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:55:00,5.6,84.1,17.0,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:56:00,5.7,91.0,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:57:00,5.6,94.3,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:58:00,5.7,82.6,17.1,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 00:59:00,5.3,81.0,17.2,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:00:00,5.5,88.9,17.2,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:01:00,4.8,94.0,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:02:00,5.0,77.8,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:03:00,5.0,90.6,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:04:00,4.7,112.6,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:05:00,3.9,95.6,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:06:00,3.7,107.8,17.3,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:07:00,4.0,100.9,17.4,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:08:00,3.9,95.5,17.4,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:09:00,3.9,107.6,17.5,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:10:00,3.3,122.1,17.5,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:11:00,3.6,106.1,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:12:00,2.8,83.8,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:13:00,2.4,70.7,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
2020-03-11 01:14:00,2.0,89.9,17.6,0,0.0,2020-03-11 01:05:03,2020-03-12 01:05:03
