heure;minute;direction;vitesse;temperature;details;scenario;scenario_couleur;rayonnement;precip
00;00;45;4.1;19.5;DMN;S1;#00FF00;0;0
01;00;48;4.1;19.2;DMN;S1;#00FF00;0;0
02;00;49;4.1;19;DMN;S1;#00FF00;0;0
03;00;52;3.9;18.8;DMN;S1;#00FF00;0;0
04;00;53;3.8;18.7;DMN;S1;#00FF00;0;0
05;00;55;3.9;18.6;DMN;S1;#00FF00;0;0
06;00;57;4.1;18.6;DMN;S1;#00FF00;0;0
07;00;59;4;18.9;DMN;S1;#00FF00;74;0
08;00;60;4;20.5;DMN;S1;#00FF00;284;0
09;00;59;3.8;23;DMN;S1;#00FF00;482;0
10;00;53;3.2;25.7;DMN;S1;#00FF00;655;0
11;00;37;2.7;28.5;DMN;S1;#00FF00;792;0
